partner_id,partner_typ,anrede,titel,vorname,nachname,firmenname,rechtsform,uid_hrb_nummer,geburtsdatum,geschlecht,nationalitaet,zivilstand,beruf_code,beruf_text,beruf_selbstaendig,sprache,land_wohnsitz,kundensegment,kunde_seit,status,todesdatum,datenschutz_werbung_ok,datenschutz_ki_ok,herkunft,quellsystem_primaer,haushalt_id,ist_persona,erstellt_am,geaendert_am
PTR-00000743,NATUERLICH,Herr,,Rajesh,Arslan,,,,1965-06-28,M,DE,VERHEIRATET,B23,Rentnerin / Rentner,False,de,DE,PRIVAT,2022-05-01,AKTIV,,true,true,minzia,MINT,HH-000408,false,2022-05-01T09:00:00Z,2022-05-01T09:00:00Z
PTR-00000744,NATUERLICH,Herr,,Jürgen,Arslan,,,,1963-03-13,M,DE,VERHEIRATET,B04,Pflegefachfrau / Pflegefachmann,True,de,DE,PRIVAT,,AKTIV,,false,true,minzia,MINT,HH-000408,false,2025-12-31T09:00:00Z,2025-12-31T09:00:00Z
PTR-00000745,NATUERLICH,Herr,,Lukas,Arslan,,,,2003-01-13,M,DE,LEDIG,B26,Logistikerin / Logistiker,False,de,DE,PRIVAT,,AKTIV,,true,true,minzia,MINT,HH-000408,false,2025-12-31T09:00:00Z,2025-12-31T09:00:00Z
PTR-00000746,NATUERLICH,Frau,,Käthi,Brunner,,,,1968-04-25,W,CH,VERHEIRATET,B01,Kaufmännische Angestellte / Kaufmännischer Angestellter,False,de,CH,PRIVAT,2005-10-01,AKTIV,,false,false,pfefferminz,VERA,HH-000409,false,2005-10-01T09:00:00Z,2005-10-01T09:00:00Z
PTR-00000747,NATUERLICH,Herr,,Matthias,Brunner,,,,1973-04-12,M,IT,VERHEIRATET,B34,Sozialarbeiterin / Sozialarbeiter,True,de,CH,PRIVAT,,AKTIV,,true,false,pfefferminz,HAPO,HH-000409,false,2025-12-31T09:00:00Z,2025-12-31T09:00:00Z
PTR-00000748,NATUERLICH,Frau,,Simone,Weber,,,,1982-08-15,W,IT,VERHEIRATET,B23,Rentnerin / Rentner,False,de,CH,PRIVAT,2025-12-01,AKTIV,,false,true,pfefferminz,MINT,HH-000410,false,2025-12-01T09:00:00Z,2025-12-01T09:00:00Z
PTR-00000749,NATUERLICH,Herr,,Fabian,Weber,,,,1982-12-18,M,CH,VERHEIRATET,B21,Beraterin / Berater,False,de,CH,PRIVAT,,AKTIV,,true,true,pfefferminz,HAPO,HH-000410,false,2025-12-31T09:00:00Z,2025-12-31T09:00:00Z
PTR-00000750,NATUERLICH,Herr,,Nico,Weber,,,,2007-08-20,M,CH,LEDIG,B24,Hausfrau / Hausmann,False,de,CH,PRIVAT,,AKTIV,,false,true,pfefferminz,HAPO,HH-000410,false,2025-12-31T09:00:00Z,2025-12-31T09:00:00Z
PTR-00000751,NATUERLICH,Frau,,Livia,Haas,,,,2007-06-16,W,XK,LEDIG,B05,Verkäuferin / Verkäufer,False,de,CH,PRIVAT,,AKTIV,,false,false,pfefferminz,HAPO,HH-000410,false,2025-12-31T09:00:00Z,2025-12-31T09:00:00Z
PTR-00000752,NATUERLICH,Herr,,Felix,Meier,,,,2006-08-01,M,DE,LEDIG,B27,Grafikerin / Grafiker,True,de,DE,PRIVAT,2025-01-01,AKTIV,,false,true,pfefferminz,MINT,HH-000411,false,2025-01-01T09:00:00Z,2025-01-01T09:00:00Z
PTR-00000753,NATUERLICH,Frau,,Jasmin,Graf,,,,1984-07-24,W,CH,VERHEIRATET,B23,Rentnerin / Rentner,False,de,CH,PRIVAT,2003-05-01,AKTIV,,false,true,pfefferminz,VERA,HH-000412,false,2003-05-01T09:00:00Z,2003-05-01T09:00:00Z
PTR-00000754,NATUERLICH,Herr,,Felix,Graf,,,,1990-02-28,M,CH,VERHEIRATET,B06,Elektroinstallateurin / Elektroinstallateur,False,de,CH,PRIVAT,2014-04-01,INAKTIV,,true,false,pfefferminz,VERA,HH-000412,false,2014-04-01T09:00:00Z,2014-04-01T09:00:00Z
PTR-00000755,NATUERLICH,Frau,,Franziska,Schulze,,,,1982-11-02,W,DE,GESCHIEDEN,B18,Physiotherapeutin / Physiotherapeut,True,de,DE,PRIVAT,2005-05-01,AKTIV,,true,false,pfefferminz,VERA,HH-000413,false,2005-05-01T09:00:00Z,2005-05-01T09:00:00Z
PTR-00000756,NATUERLICH,Herr,,Felix,Bock,,,,1975-05-08,M,DE,VERHEIRATET,B16,Chauffeuse / Chauffeur,False,de,DE,PRIVAT,2012-03-01,AKTIV,,false,false,pfefferminz,HAPO,HH-000414,false,2012-03-01T09:00:00Z,2012-03-01T09:00:00Z
PTR-00000757,NATUERLICH,Herr,,Frank,Nowak,,,,1969-04-17,M,DE,LEDIG,B03,Lehrerin / Lehrer,False,de,DE,PRIVAT,1999-07-01,INAKTIV,,false,false,pfefferminz,VERA,HH-000415,false,1999-07-01T09:00:00Z,1999-07-01T09:00:00Z
PTR-00000758,NATUERLICH,Frau,,Nicole,Hofmann,,,,1969-04-12,W,DE,PARTNERSCHAFT,B28,Bankangestellte / Bankangestellter,False,de,DE,PRIVAT,2025-03-01,AKTIV,,true,false,pfefferminz,MINT,HH-000416,false,2025-03-01T09:00:00Z,2025-03-01T09:00:00Z
PTR-00000759,NATUERLICH,Herr,,Dirk,Hartmann,,,,1971-03-02,M,TR,PARTNERSCHAFT,B06,Elektroinstallateurin / Elektroinstallateur,False,de,DE,PRIVAT,2004-06-01,INAKTIV,,false,false,pfefferminz,VERA,HH-000416,false,2004-06-01T09:00:00Z,2004-06-01T09:00:00Z
PTR-00000760,NATUERLICH,Frau,,Mia,Becker,,,,2001-03-27,W,DE,LEDIG,B22,Studentin / Student,False,de,DE,PRIVAT,2024-06-01,AKTIV,,true,false,pfefferminz,VERA,HH-000416,false,2024-06-01T09:00:00Z,2024-06-01T09:00:00Z
PTR-00000761,NATUERLICH,Frau,,Birgit,Georgiou,,,,1989-05-07,W,DE,VERHEIRATET,B06,Elektroinstallateurin / Elektroinstallateur,False,de,DE,PRIVAT,2014-01-01,AKTIV,,true,false,pfefferminz,HAPO,HH-000417,false,2014-01-01T09:00:00Z,2014-01-01T09:00:00Z
PTR-00000762,NATUERLICH,Herr,,Dirk,Georgiou,,,,1987-10-17,M,DE,VERHEIRATET,B36,Gastwirtin / Gastwirt,True,de,DE,PRIVAT,,AKTIV,,false,true,pfefferminz,HAPO,HH-000417,false,2025-12-31T09:00:00Z,2025-12-31T09:00:00Z
PTR-00000763,NATUERLICH,Herr,,Uwe,Lorenz,,,,1962-07-22,M,DE,VERHEIRATET,B40,Selbständige Unternehmerin / Selbständiger Unternehmer,True,de,DE,PRIVAT,,AKTIV,,false,false,pfefferminz,HAPO,HH-000418,false,2025-12-31T09:00:00Z,2025-12-31T09:00:00Z
PTR-00000764,JURISTISCH,Firma,,,,Taunus Informatik e.K.,e.K.,HRB 98054,1983-12-01,UNBEKANNT,DE,UNBEKANNT,,,,de,DE,KMU,2020-11-01,AKTIV,,true,true,pfefferminz,HAPO,,false,2020-11-01T09:00:00Z,2020-11-01T09:00:00Z
PTR-00000765,NATUERLICH,Frau,,Christina,Schröder,,,,1965-06-07,W,TR,VERHEIRATET,B22,Studentin / Student,False,de,DE,PRIVAT,2021-10-01,AKTIV,,false,true,minzia,MINT,HH-000419,false,2021-10-01T09:00:00Z,2021-10-01T09:00:00Z
PTR-00000766,NATUERLICH,Herr,,Ralf,Hoffmann,,,,1970-03-16,M,RO,VERHEIRATET,B17,Coiffeuse / Coiffeur,False,de,DE,PRIVAT,,AKTIV,,false,false,minzia,MINT,HH-000419,false,2025-12-31T09:00:00Z,2025-12-31T09:00:00Z
PTR-00000767,NATUERLICH,Frau,,Cornelia,Becker,,,,1975-02-24,W,DE,LEDIG,B23,Rentnerin / Rentner,False,de,DE,PRIVAT,2020-11-01,AKTIV,,false,true,minzia,MINT,HH-000420,false,2020-11-01T09:00:00Z,2020-11-01T09:00:00Z
PTR-00000768,NATUERLICH,Herr,,Ali,Silva,,,,1984-06-09,M,TR,LEDIG,B23,Rentnerin / Rentner,False,de,DE,PRIVAT,2023-10-01,AKTIV,,false,false,minzia,MINT,HH-000421,false,2023-10-01T09:00:00Z,2023-10-01T09:00:00Z
PTR-00000769,NATUERLICH,Frau,,Nadine,Zeller,,,,1989-11-12,W,DE,VERHEIRATET,B04,Pflegefachfrau / Pflegefachmann,False,de,DE,PRIVAT,2018-03-01,AKTIV,,true,true,pfefferminz,HAPO,HH-000422,false,2018-03-01T09:00:00Z,2018-03-01T09:00:00Z
PTR-00000770,NATUERLICH,Herr,,Holger,Zeller,,,,1983-08-15,M,DE,VERHEIRATET,B02,Informatikerin / Informatiker,True,de,DE,PRIVAT,2002-10-01,INAKTIV,,true,false,pfefferminz,VERA,HH-000422,false,2002-10-01T09:00:00Z,2002-10-01T09:00:00Z
PTR-00000771,NATUERLICH,Herr,,Torsten,Simon,,,,1968-10-24,M,PL,VERHEIRATET,B08,Schreinerin / Schreiner,False,de,DE,PRIVAT,1995-11-01,AKTIV,,false,true,pfefferminz,VERA,HH-000423,false,1995-11-01T09:00:00Z,1995-11-01T09:00:00Z
PTR-00000772,NATUERLICH,Frau,,Ute,Simon,,,,1974-11-27,W,DE,VERHEIRATET,B04,Pflegefachfrau / Pflegefachmann,False,de,DE,PREMIUM,2020-10-01,AKTIV,,true,false,pfefferminz,VERA,HH-000423,false,2020-10-01T09:00:00Z,2020-10-01T09:00:00Z
PTR-00000773,NATUERLICH,Frau,,Doris,Suter,,,,1968-09-02,W,CH,VERHEIRATET,B10,Ingenieurin / Ingenieur,False,de,CH,PRIVAT,2011-11-01,AKTIV,,true,false,pfefferminz,HAPO,HH-000424,false,2011-11-01T09:00:00Z,2011-11-01T09:00:00Z
PTR-00000774,NATUERLICH,Frau,,Lina,Haas,,,,1979-02-11,W,DE,VERHEIRATET,B23,Rentnerin / Rentner,False,de,DE,PRIVAT,1999-07-01,AKTIV,,false,false,pfefferminz,VERA,HH-000425,false,1999-07-01T09:00:00Z,1999-07-01T09:00:00Z
PTR-00000775,NATUERLICH,Herr,,Paul,Haas,,,,1975-06-12,M,DE,VERHEIRATET,B23,Rentnerin / Rentner,False,de,DE,PREMIUM,2016-06-01,AKTIV,,false,false,pfefferminz,VERA,HH-000425,false,2016-06-01T09:00:00Z,2016-06-01T09:00:00Z
PTR-00000776,NATUERLICH,Frau,,Greta,Richter,,,,2007-08-09,W,DE,LEDIG,B35,Verwaltungsangestellte / Verwaltungsangestellter,False,de,DE,PRIVAT,2025-11-01,AKTIV,,false,true,pfefferminz,MINT,HH-000425,false,2025-11-01T09:00:00Z,2025-11-01T09:00:00Z
PTR-00000777,JURISTISCH,Firma,,,,Napf Druck GmbH,GmbH,CHE-499.089.778,1986-04-01,UNBEKANNT,CH,UNBEKANNT,,,,fr,CH,KMU,2010-12-01,AKTIV,,true,false,pfefferminz,HAPO,,false,2010-12-01T09:00:00Z,2010-12-01T09:00:00Z
PTR-00000778,NATUERLICH,Herr,,Daniel,Berger,,,,1974-05-13,M,CH,GESCHIEDEN,B37,Kunstschaffende / Kunstschaffender,True,de,CH,PRIVAT,2025-10-01,AKTIV,,true,true,minzia,MINT,HH-000427,false,2025-10-01T09:00:00Z,2025-10-01T09:00:00Z
PTR-00000779,NATUERLICH,Frau,,Angelika,Wolf,,,,1966-08-24,W,DE,GESCHIEDEN,B40,Selbständige Unternehmerin / Selbständiger Unternehmer,True,de,DE,PRIVAT,,AKTIV,,true,false,minzia,MINT,HH-000428,false,2025-12-31T09:00:00Z,2025-12-31T09:00:00Z
PTR-00000780,JURISTISCH,Firma,,,,Ostsee Kinderkrippe UG (haftungsbeschränkt),Einzelfirma,HRB 3863,2019-05-01,UNBEKANNT,DE,UNBEKANNT,,,,de,DE,KMU,2025-01-01,AKTIV,,false,false,minzia,MINT,,false,2025-01-01T09:00:00Z,2025-01-01T09:00:00Z
PTR-00000781,NATUERLICH,,,Jörg,Strobel,,,,1960-08-25,D,DE,VERHEIRATET,B23,Rentnerin / Rentner,False,de,DE,PRIVAT,2003-12-01,AKTIV,,false,false,pfefferminz,VERA,HH-000429,false,2003-12-01T09:00:00Z,2003-12-01T09:00:00Z
PTR-00000782,NATUERLICH,Herr,,Andreas,Strobel,,,,1957-04-23,M,SY,VERHEIRATET,B23,Rentnerin / Rentner,False,de,DE,PRIVAT,2016-04-01,INAKTIV,,false,false,pfefferminz,VERA,HH-000429,false,2016-04-01T09:00:00Z,2016-04-01T09:00:00Z
PTR-00000783,NATUERLICH,Frau,,Jessica,Strobel,,,,1990-06-18,W,DE,LEDIG,B01,Kaufmännische Angestellte / Kaufmännischer Angestellter,False,de,DE,PRIVAT,2009-04-01,AKTIV,,true,true,pfefferminz,VERA,HH-000429,false,2009-04-01T09:00:00Z,2009-04-01T09:00:00Z
PTR-00000784,NATUERLICH,Frau,,Christine,Ziegler,,,,1960-09-22,W,CH,VERHEIRATET,B40,Selbständige Unternehmerin / Selbständiger Unternehmer,True,de,CH,PREMIUM,2001-01-01,AKTIV,,false,false,pfefferminz,VERA,HH-000430,false,2001-01-01T09:00:00Z,2001-01-01T09:00:00Z
PTR-00000785,JURISTISCH,Firma,,,,Albula Pflege Sàrl,Sàrl,CHE-499.507.474,2004-09-01,UNBEKANNT,CH,UNBEKANNT,,,,de,CH,KMU,2018-05-01,AKTIV,,false,false,pfefferminz,HAPO,,false,2018-05-01T09:00:00Z,2018-05-01T09:00:00Z
PTR-00000786,NATUERLICH,Herr,,Dario,Gianella,,,,1979-02-22,M,CH,LEDIG,B05,Verkäuferin / Verkäufer,False,it,CH,PREMIUM,2001-02-01,AKTIV,,false,true,pfefferminz,VERA,HH-000431,false,2001-02-01T09:00:00Z,2001-02-01T09:00:00Z
PTR-00000787,NATUERLICH,Frau,,Agnieszka,García,,,,1983-08-02,W,DE,LEDIG,B40,Selbständige Unternehmerin / Selbständiger Unternehmer,True,de,DE,PRIVAT,,AKTIV,,true,false,pfefferminz,HAPO,HH-000432,false,2025-12-31T09:00:00Z,2025-12-31T09:00:00Z
PTR-00000788,JURISTISCH,Firma,,,,Spessart Planung UG (haftungsbeschränkt),Einzelfirma,HRB 82467,2021-04-01,UNBEKANNT,DE,UNBEKANNT,,,,de,DE,KMU,2006-11-01,INAKTIV,,true,true,pfefferminz,HAPO,,false,2006-11-01T09:00:00Z,2006-11-01T09:00:00Z
PTR-00000789,NATUERLICH,Frau,,Daniela,Oberholzer,,,,1962-09-03,W,CH,VERHEIRATET,B09,Maurerin / Maurer,False,de,CH,PRIVAT,2006-06-01,AKTIV,,true,false,pfefferminz,VERA,HH-000433,false,2006-06-01T09:00:00Z,2006-06-01T09:00:00Z
PTR-00000790,NATUERLICH,Herr,,Rolf,Marbach,,,,1969-06-28,M,CH,VERHEIRATET,B17,Coiffeuse / Coiffeur,True,de,CH,PRIVAT,2012-12-01,AKTIV,,true,false,pfefferminz,VERA,HH-000434,false,2012-12-01T09:00:00Z,2012-12-01T09:00:00Z
PTR-00000791,JURISTISCH,Firma,,,,Reuss Digital SA,SA,CHE-499.908.778,2000-09-01,UNBEKANNT,CH,UNBEKANNT,,,,de,CH,KMU,2008-03-01,INAKTIV,,false,false,pfefferminz,HAPO,,false,2008-03-01T09:00:00Z,2008-03-01T09:00:00Z
PTR-00000792,NATUERLICH,Herr,,Jonas,Lorenz,,,,1984-08-22,M,DE,GESCHIEDEN,B02,Informatikerin / Informatiker,False,de,DE,PRIVAT,2025-04-01,AKTIV,,true,false,pfefferminz,MINT,HH-000436,false,2025-04-01T09:00:00Z,2025-04-01T09:00:00Z
PTR-00000793,JURISTISCH,Firma,,,,Allgäu Elektro e.K.,e.K.,HRB 20314,2006-07-01,UNBEKANNT,DE,UNBEKANNT,,,,de,DE,KMU,2014-02-01,AKTIV,,true,true,pfefferminz,HAPO,,false,2014-02-01T09:00:00Z,2014-02-01T09:00:00Z
PTR-00000794,NATUERLICH,Herr,,Jan,Wyss,,,,1992-05-02,M,PT,VERHEIRATET,B22,Studentin / Student,False,de,CH,PRIVAT,2010-06-01,AKTIV,,true,false,pfefferminz,VERA,HH-000438,false,2010-06-01T09:00:00Z,2010-06-01T09:00:00Z
PTR-00000795,NATUERLICH,Frau,,Michelle,Wyss,,,,1996-03-22,W,RS,VERHEIRATET,B35,Verwaltungsangestellte / Verwaltungsangestellter,False,de,CH,PRIVAT,,AKTIV,,true,true,pfefferminz,HAPO,HH-000438,false,2025-12-31T09:00:00Z,2025-12-31T09:00:00Z
PTR-00000796,JURISTISCH,Firma,,,,Uckermark Event KG,KG,HRB 76095,2012-04-01,UNBEKANNT,DE,UNBEKANNT,,,,de,DE,KMU,2025-01-01,AKTIV,,false,false,minzia,MINT,,false,2025-01-01T09:00:00Z,2025-01-01T09:00:00Z
PTR-00000797,NATUERLICH,Frau,,Livia,Schmid,,,,1972-11-08,W,CH,VERHEIRATET,B40,Selbständige Unternehmerin / Selbständiger Unternehmer,True,de,CH,PRIVAT,2006-07-01,AKTIV,,false,false,pfefferminz,VERA,HH-000440,false,2006-07-01T09:00:00Z,2006-07-01T09:00:00Z
PTR-00000798,JURISTISCH,Firma,,,,Alpina Fahrschule Sagl,Sagl,CHE-499.032.867,1978-10-01,UNBEKANNT,CH,UNBEKANNT,,,,de,CH,KMU,2004-01-01,AKTIV,,true,true,pfefferminz,HAPO,,false,2004-01-01T09:00:00Z,2004-01-01T09:00:00Z
PTR-00000799,NATUERLICH,Frau,,Fatma,Rodríguez,,,,1983-11-10,W,PL,VERHEIRATET,B01,Kaufmännische Angestellte / Kaufmännischer Angestellter,False,de,DE,PRIVAT,2013-05-01,INAKTIV,,false,false,pfefferminz,HAPO,HH-000441,false,2013-05-01T09:00:00Z,2013-05-01T09:00:00Z
PTR-00000800,NATUERLICH,Herr,,Michael,Schmidt,,,,1977-10-19,M,DE,VERHEIRATET,B19,Landwirtin / Landwirt,True,de,DE,PRIVAT,1996-04-01,INAKTIV,,false,false,pfefferminz,VERA,HH-000441,false,1996-04-01T09:00:00Z,1996-04-01T09:00:00Z
PTR-00000801,NATUERLICH,Herr,,Marco,Lang,,,,1963-04-12,M,DE,VERHEIRATET,B03,Lehrerin / Lehrer,False,de,DE,PRIVAT,2022-11-01,AKTIV,,true,true,minzia,MINT,HH-000442,false,2022-11-01T09:00:00Z,2022-11-01T09:00:00Z
PTR-00000802,NATUERLICH,Frau,,Waltraud,Walter,,,,1957-04-08,W,DE,VERHEIRATET,B23,Rentnerin / Rentner,False,de,DE,PRIVAT,2021-04-01,AKTIV,,false,true,minzia,MINT,HH-000442,false,2021-04-01T09:00:00Z,2021-04-01T09:00:00Z
PTR-00000803,NATUERLICH,Herr,,Adrian,Tschudi,,,,1979-08-12,M,CH,VERHEIRATET,B09,Maurerin / Maurer,True,de,CH,PRIVAT,2002-06-01,AKTIV,,true,true,pfefferminz,HAPO,HH-000443,false,2002-06-01T09:00:00Z,2002-06-01T09:00:00Z
PTR-00000804,NATUERLICH,Herr,,Piotr,Öztürk,,,,1991-05-16,M,CH,VERHEIRATET,B35,Verwaltungsangestellte / Verwaltungsangestellter,False,de,CH,PRIVAT,2010-03-01,AKTIV,,true,false,pfefferminz,HAPO,HH-000444,false,2010-03-01T09:00:00Z,2010-03-01T09:00:00Z
PTR-00000805,NATUERLICH,Frau,,Noemi,Öztürk,,,,1996-03-09,W,CH,VERHEIRATET,B27,Grafikerin / Grafiker,False,de,CH,PRIVAT,,AKTIV,,true,true,pfefferminz,HAPO,HH-000444,false,2025-12-31T09:00:00Z,2025-12-31T09:00:00Z
PTR-00000806,NATUERLICH,Herr,,Dominik,Fischer,,,,2007-05-02,M,CH,LEDIG,B22,Studentin / Student,False,de,CH,PREMIUM,2025-07-01,AKTIV,,true,true,pfefferminz,MINT,HH-000444,false,2025-07-01T09:00:00Z,2025-07-01T09:00:00Z
PTR-00000807,NATUERLICH,Herr,,Emre,Sharma,,,,2007-05-08,M,TR,LEDIG,B28,Bankangestellte / Bankangestellter,False,de,CH,PRIVAT,2025-07-01,AKTIV,,true,false,pfefferminz,MINT,HH-000444,false,2025-07-01T09:00:00Z,2025-07-01T09:00:00Z
PTR-00000808,NATUERLICH,Herr,,Felix,Öztürk,,,,2007-11-05,M,IT,LEDIG,B34,Sozialarbeiterin / Sozialarbeiter,False,de,CH,PRIVAT,2025-12-01,AKTIV,,false,false,pfefferminz,MINT,HH-000444,false,2025-12-01T09:00:00Z,2025-12-01T09:00:00Z
PTR-00000809,NATUERLICH,Frau,,Franziska,Schneider,,,,1991-07-17,W,DE,VERHEIRATET,B34,Sozialarbeiterin / Sozialarbeiter,False,de,DE,PRIVAT,2024-02-01,AKTIV,,true,false,minzia,MINT,HH-000445,false,2024-02-01T09:00:00Z,2024-02-01T09:00:00Z
PTR-00000810,NATUERLICH,Herr,,Markus,Steiner,,,,1959-09-10,M,CH,LEDIG,B23,Rentnerin / Rentner,False,de,CH,PRIVAT,2013-04-01,INAKTIV,,false,false,pfefferminz,HAPO,HH-000446,false,2013-04-01T09:00:00Z,2013-04-01T09:00:00Z
PTR-00000811,NATUERLICH,Herr,,Raphael,Christen,,,,2005-10-28,M,CH,LEDIG,B22,Studentin / Student,False,de,CH,PRIVAT,2025-03-01,AKTIV,,false,false,pfefferminz,MINT,HH-000447,false,2025-03-01T09:00:00Z,2025-03-01T09:00:00Z
PTR-00000812,NATUERLICH,Herr,,Bruno,Da Silva,,,,1942-07-11,M,CH,VERHEIRATET,B23,Rentnerin / Rentner,False,de,CH,PRIVAT,2014-01-01,AKTIV,,true,true,pfefferminz,HAPO,HH-000448,false,2014-01-01T09:00:00Z,2014-01-01T09:00:00Z
PTR-00000813,NATUERLICH,Herr,,Günter,Otto,,,,1948-06-16,M,DE,LEDIG,B23,Rentnerin / Rentner,False,de,DE,PREMIUM,2021-12-01,AKTIV,,false,true,minzia,MINT,HH-000449,false,2021-12-01T09:00:00Z,2021-12-01T09:00:00Z
PTR-00000814,NATUERLICH,Herr,,Marco,Maier,,,,1971-06-28,M,DE,VERHEIRATET,B19,Landwirtin / Landwirt,True,de,DE,PRIVAT,2016-04-01,INAKTIV,,true,true,pfefferminz,HAPO,HH-000450,false,2016-04-01T09:00:00Z,2016-04-01T09:00:00Z
PTR-00000815,NATUERLICH,Frau,,Cornelia,Maier,,,,1974-01-03,W,DE,VERHEIRATET,B02,Informatikerin / Informatiker,False,de,DE,PRIVAT,2003-08-01,AKTIV,,true,false,pfefferminz,HAPO,HH-000450,false,2003-08-01T09:00:00Z,2003-08-01T09:00:00Z
PTR-00000816,NATUERLICH,Herr,,Nikola,Wiśniewski,,,,2007-04-16,M,DE,LEDIG,B23,Rentnerin / Rentner,False,de,DE,PRIVAT,,AKTIV,,false,false,pfefferminz,HAPO,HH-000450,false,2025-12-31T09:00:00Z,2025-12-31T09:00:00Z
PTR-00000817,NATUERLICH,Herr,,Ben,Von Arx,,,,2007-01-12,M,CH,LEDIG,B22,Studentin / Student,False,de,CH,PRIVAT,2025-05-01,AKTIV,,true,false,pfefferminz,MINT,HH-000451,false,2025-05-01T09:00:00Z,2025-05-01T09:00:00Z
PTR-00000818,NATUERLICH,Frau,,Stéphanie,Reymond,,,,1986-11-18,W,CH,VERHEIRATET,B01,Kaufmännische Angestellte / Kaufmännischer Angestellter,False,fr,CH,PRIVAT,2015-08-01,AKTIV,,true,true,pfefferminz,HAPO,HH-000452,false,2015-08-01T09:00:00Z,2015-08-01T09:00:00Z
PTR-00000819,NATUERLICH,Herr,,Gabriel,Henchoz,,,,1990-08-15,M,PT,VERHEIRATET,B06,Elektroinstallateurin / Elektroinstallateur,True,fr,CH,PRIVAT,,AKTIV,,true,false,pfefferminz,HAPO,HH-000452,false,2025-12-31T09:00:00Z,2025-12-31T09:00:00Z
PTR-00000820,NATUERLICH,Herr,,Christian,Schmidt,,,,1968-08-14,M,DE,PARTNERSCHAFT,B23,Rentnerin / Rentner,False,de,DE,PRIVAT,2012-02-01,AKTIV,,false,true,pfefferminz,HAPO,HH-000453,false,2012-02-01T09:00:00Z,2012-02-01T09:00:00Z
PTR-00000821,NATUERLICH,Frau,,Birgit,Schmidt,,,,1962-04-27,W,DE,PARTNERSCHAFT,B34,Sozialarbeiterin / Sozialarbeiter,False,de,DE,PRIVAT,,AKTIV,,true,false,pfefferminz,HAPO,HH-000453,false,2025-12-31T09:00:00Z,2025-12-31T09:00:00Z
PTR-00000822,NATUERLICH,Frau,,Christina,Huber,,,,2000-12-22,W,DE,LEDIG,B01,Kaufmännische Angestellte / Kaufmännischer Angestellter,False,de,DE,PRIVAT,,AKTIV,,false,true,pfefferminz,HAPO,HH-000453,false,2025-12-31T09:00:00Z,2025-12-31T09:00:00Z
PTR-00000823,NATUERLICH,Frau,,Camille,Membrez,,,,1972-01-09,W,CH,VERHEIRATET,B16,Chauffeuse / Chauffeur,False,fr,CH,PREMIUM,2004-07-01,AKTIV,,true,true,pfefferminz,HAPO,HH-000454,false,2004-07-01T09:00:00Z,2004-07-01T09:00:00Z
PTR-00000824,NATUERLICH,Herr,,Yannis,Weber,,,,1960-02-23,M,DE,LEDIG,B23,Rentnerin / Rentner,False,de,DE,PRIVAT,2014-08-01,AKTIV,,false,true,pfefferminz,HAPO,HH-000455,false,2014-08-01T09:00:00Z,2014-08-01T09:00:00Z
PTR-00000825,NATUERLICH,Frau,,Franziska,Peters,,,,1984-02-13,W,DE,GESCHIEDEN,B19,Landwirtin / Landwirt,True,de,DE,PRIVAT,2015-12-01,INAKTIV,,true,true,pfefferminz,HAPO,HH-000456,false,2015-12-01T09:00:00Z,2015-12-01T09:00:00Z
PTR-00000826,NATUERLICH,Herr,,Bernd,Peters,,,,1975-12-03,M,DE,LEDIG,B05,Verkäuferin / Verkäufer,False,de,DE,PRIVAT,2013-02-01,AKTIV,,true,true,pfefferminz,HAPO,HH-000457,false,2013-02-01T09:00:00Z,2013-02-01T09:00:00Z
PTR-00000827,NATUERLICH,Herr,,Volker,Vogel,,,,1971-05-06,M,DE,VERHEIRATET,B23,Rentnerin / Rentner,False,de,DE,PRIVAT,2024-12-01,AKTIV,,false,false,minzia,MINT,HH-000458,false,2024-12-01T09:00:00Z,2024-12-01T09:00:00Z
PTR-00000828,NATUERLICH,Frau,,Larissa,Gubler,,,,1989-08-28,W,CH,VERHEIRATET,B05,Verkäuferin / Verkäufer,False,de,CH,PRIVAT,2012-02-01,AKTIV,,false,true,pfefferminz,HAPO,HH-000459,false,2012-02-01T09:00:00Z,2012-02-01T09:00:00Z
PTR-00000829,NATUERLICH,Herr,,Ali,Hussain,,,,1972-03-01,M,AT,VERHEIRATET,B01,Kaufmännische Angestellte / Kaufmännischer Angestellter,False,de,DE,PRIVAT,2021-05-01,AKTIV,,true,false,minzia,MINT,HH-000460,false,2021-05-01T09:00:00Z,2021-05-01T09:00:00Z
PTR-00000830,NATUERLICH,Frau,,Anke,König,,,,1974-01-10,W,DE,VERHEIRATET,B32,Malerin / Maler,True,de,DE,PRIVAT,2020-10-01,AKTIV,,false,true,minzia,MINT,HH-000460,false,2020-10-01T09:00:00Z,2020-10-01T09:00:00Z
PTR-00000831,NATUERLICH,Herr,,Dragan,Kowalczyk,,,,1980-02-01,M,DE,VERHEIRATET,B40,Selbständige Unternehmerin / Selbständiger Unternehmer,True,de,DE,PRIVAT,,AKTIV,,true,true,minzia,MINT,HH-000461,false,2025-12-31T09:00:00Z,2025-12-31T09:00:00Z
PTR-00000832,JURISTISCH,Firma,,,,Nordsee Garage,Einzelfirma,HRB 78243,1999-03-01,UNBEKANNT,DE,UNBEKANNT,,,,de,DE,KMU,2025-04-01,AKTIV,,false,true,minzia,MINT,,false,2025-04-01T09:00:00Z,2025-04-01T09:00:00Z
