adresse_id,partner_id,adresse_typ,strasse,hausnummer,plz,ort,region,land,tarifzone,gueltig_von,gueltig_bis,ist_aktuell
ADR-00000657,PTR-00000528,WOHNSITZ,Föhrenhof,125,3000,Bern,BE,CH,1,2017-02-15,,true
ADR-00000658,PTR-00000529,WOHNSITZ,Föhrenhof,125,3000,Bern,BE,CH,1,1998-05-16,,true
ADR-00000659,PTR-00000530,WOHNSITZ,Ulmenweg,170b,25421,Pinneberg,SH,DE,3,2005-11-03,2022-12-12,false
ADR-00000660,PTR-00000530,WOHNSITZ,Lerchengasse,157,63065,Offenbach am Main,HE,DE,2,2022-12-13,,true
ADR-00000661,PTR-00000531,WOHNSITZ,Fuchsring,137,8001,Zürich,ZH,CH,1,2008-12-31,,true
ADR-00000662,PTR-00000532,WOHNSITZ,Fuchsring,137,8001,Zürich,ZH,CH,1,2020-09-14,,true
ADR-00000663,PTR-00000533,WOHNSITZ,Holunderplatz,150,68159,Mannheim,BW,DE,2,2021-10-22,,true
ADR-00000664,PTR-00000534,WOHNSITZ,Eisenkamp,23,24837,Schleswig,SH,DE,3,2024-04-24,,true
ADR-00000665,PTR-00000535,WOHNSITZ,Impasse des Sapins,106,1350,Orbe,VD,CH,2,1996-04-16,,true
ADR-00000666,PTR-00000536,WOHNSITZ,Impasse des Sapins,106,1350,Orbe,VD,CH,2,2004-04-01,,true
ADR-00000667,PTR-00000537,WOHNSITZ,Fuchsstraße,66,06484,Quedlinburg,ST,DE,3,2005-03-09,,true
ADR-00000668,PTR-00000538,WOHNSITZ,Place des Hivers,14,1870,Monthey,VS,CH,3,2001-02-24,,true
ADR-00000669,PTR-00000539,WOHNSITZ,Klosterweg,46,6430,Schwyz,SZ,CH,2,2007-03-07,,true
ADR-00000670,PTR-00000540,WOHNSITZ,Hirschpfad,11,02625,Bautzen,SN,DE,3,2005-09-20,,true
ADR-00000671,PTR-00000541,GESCHAEFTSSITZ,Höhenweg,82,45879,Gelsenkirchen,NW,DE,2,1991-01-01,,true
ADR-00000672,PTR-00000542,WOHNSITZ,Meisenstrasse,147,8212,Neuhausen am Rheinfall,SH,CH,2,2007-02-19,2023-05-12,false
ADR-00000673,PTR-00000542,WOHNSITZ,Bärenweg,7,4612,Wangen bei Olten,SO,CH,2,2023-05-13,,true
ADR-00000674,PTR-00000543,WOHNSITZ,Webersteig,12,46395,Bocholt,NW,DE,3,1998-09-22,,true
ADR-00000675,PTR-00000544,WOHNSITZ,Marktplatz,113,01796,Pirna,SN,DE,3,2018-10-27,2024-07-27,false
ADR-00000676,PTR-00000544,WOHNSITZ,Webersteig,12,46395,Bocholt,NW,DE,3,2024-07-28,,true
ADR-00000677,PTR-00000545,GESCHAEFTSSITZ,Alpenrosengasse,1,70565,Stuttgart,BW,DE,1,2011-03-01,,true
ADR-00000678,PTR-00000546,WOHNSITZ,Promenade des Rochers,130,1003,Lausanne,VD,CH,1,2005-07-07,,true
ADR-00000679,PTR-00000547,WOHNSITZ,Promenade des Rochers,130,1003,Lausanne,VD,CH,1,2005-05-12,,true
ADR-00000680,PTR-00000548,WOHNSITZ,Promenade des Rochers,130,1003,Lausanne,VD,CH,1,2012-05-11,,true
ADR-00000681,PTR-00000549,WOHNSITZ,Hasengasse,68,8880,Walenstadt,SG,CH,2,2003-01-23,2023-03-22,false
ADR-00000682,PTR-00000549,WOHNSITZ,Ufermatte,76,8180,Bülach,ZH,CH,2,2023-03-23,,true
ADR-00000683,PTR-00000550,WOHNSITZ,Ufermatte,76,8180,Bülach,ZH,CH,2,2017-03-10,,true
ADR-00000684,PTR-00000551,WOHNSITZ,Hopfenweg,53,3000,Bern,BE,CH,1,2009-07-27,2023-02-28,false
ADR-00000685,PTR-00000551,WOHNSITZ,Ufermatte,76,8180,Bülach,ZH,CH,2,2023-03-01,,true
ADR-00000686,PTR-00000552,WOHNSITZ,Ufermatte,76,8180,Bülach,ZH,CH,2,2002-07-29,,true
ADR-00000687,PTR-00000553,WOHNSITZ,Fliederring,37,3700,Spiez,BE,CH,2,2020-08-01,,true
ADR-00000688,PTR-00000554,WOHNSITZ,Ulmenweg,49,8001,Zürich,ZH,CH,1,2020-06-02,,true
ADR-00000689,PTR-00000555,WOHNSITZ,Ulmenweg,49,8001,Zürich,ZH,CH,1,2015-10-27,,true
ADR-00000690,PTR-00000556,WOHNSITZ,Eisengasse,95,3000,Bern,BE,CH,1,2007-03-19,,true
ADR-00000691,PTR-00000557,WOHNSITZ,Gerstensteig,139b,65428,Rüsselsheim am Main,HE,DE,3,2024-02-11,,true
ADR-00000692,PTR-00000558,WOHNSITZ,Entenstraße,23,47798,Krefeld,NW,DE,2,1998-04-10,,true
ADR-00000693,PTR-00000559,WOHNSITZ,Entenstraße,23,47798,Krefeld,NW,DE,2,2012-03-02,,true
ADR-00000694,PTR-00000560,WOHNSITZ,Alpenrosenpfad,150,31134,Hildesheim,NI,DE,2,1999-11-12,,true
ADR-00000695,PTR-00000561,WOHNSITZ,Place des Fontaines,166,2000,Neuchâtel,NE,CH,2,2005-04-13,,true
ADR-00000696,PTR-00000562,WOHNSITZ,Lindengasse,82,4702,Oensingen,SO,CH,2,2004-02-25,2025-09-18,false
ADR-00000697,PTR-00000562,WOHNSITZ,Place des Fontaines,166,2000,Neuchâtel,NE,CH,2,2025-09-19,,true
ADR-00000698,PTR-00000563,WOHNSITZ,Traubenpfad,116,59065,Hamm,NW,DE,2,2018-06-15,,true
ADR-00000699,PTR-00000564,WOHNSITZ,Sternengasse,58a,04275,Leipzig,SN,DE,2,2003-03-02,2023-02-08,false
ADR-00000700,PTR-00000564,WOHNSITZ,Traubenpfad,116,59065,Hamm,NW,DE,2,2023-02-09,,true
ADR-00000701,PTR-00000565,WOHNSITZ,Traubenpfad,116,59065,Hamm,NW,DE,2,2006-05-27,,true
ADR-00000702,PTR-00000566,WOHNSITZ,Enziandamm,31,42103,Wuppertal,NW,DE,2,2005-10-10,2022-06-17,false
ADR-00000703,PTR-00000566,WOHNSITZ,Steinstraße,74,71634,Ludwigsburg,BW,DE,3,2022-06-18,,true
ADR-00000704,PTR-00000567,WOHNSITZ,Steinstraße,74,71634,Ludwigsburg,BW,DE,3,2022-03-31,,true
ADR-00000705,PTR-00000568,WOHNSITZ,Hügelstrasse,93,9450,Altstätten SG,SG,CH,2,2020-07-19,,true
ADR-00000706,PTR-00000569,WOHNSITZ,Entenstrasse,113,9000,St. Gallen,SG,CH,1,2001-08-25,2025-10-09,false
ADR-00000707,PTR-00000569,WOHNSITZ,Hügelstrasse,93,9450,Altstätten SG,SG,CH,2,2025-10-10,,true
ADR-00000708,PTR-00000570,WOHNSITZ,Norddamm,31,15230,Frankfurt (Oder),BB,DE,3,2014-02-26,2023-02-20,false
ADR-00000709,PTR-00000570,WOHNSITZ,Kirschring,74,97421,Schweinfurt,BY,DE,3,2023-02-21,,true
ADR-00000710,PTR-00000571,WOHNSITZ,Impasse des Châtaigniers,110,1201,Genève,GE,CH,1,2024-03-28,,true
ADR-00000711,PTR-00000572,WOHNSITZ,Impasse des Châtaigniers,110,1201,Genève,GE,CH,1,1998-09-21,,true
ADR-00000712,PTR-00000573,WOHNSITZ,Ackerstrasse,155,3714,Frutigen,BE,CH,2,2006-10-30,,true
ADR-00000713,PTR-00000574,WOHNSITZ,Teichrain,39,3612,Steffisburg,BE,CH,2,2024-10-29,,true
ADR-00000714,PTR-00000575,WOHNSITZ,Mondstraße,178,70435,Stuttgart,BW,DE,1,2002-08-28,,true
ADR-00000715,PTR-00000576,GESCHAEFTSSITZ,Fichtenplatz,15,86150,Augsburg,BY,DE,2,2004-06-01,,true
ADR-00000716,PTR-00000577,WOHNSITZ,Mooskamp,4,17109,Demmin,MV,DE,3,2014-10-02,2025-03-23,false
ADR-00000717,PTR-00000577,WOHNSITZ,Marktstraße,39,55411,Bingen am Rhein,RP,DE,3,2025-03-24,,true
ADR-00000718,PTR-00000578,WOHNSITZ,Kalkhalde,66,8910,Affoltern am Albis,ZH,CH,2,2022-06-26,,true
ADR-00000719,PTR-00000579,GESCHAEFTSSITZ,Sommerrain,65,5430,Wettingen,AG,CH,2,2022-11-01,,true
ADR-00000720,PTR-00000580,WOHNSITZ,Kiessteig,94,91522,Ansbach,BY,DE,3,2009-12-16,,true
ADR-00000721,PTR-00000581,WOHNSITZ,Südstraße,33,99510,Apolda,TH,DE,3,2006-05-23,2024-03-10,false
ADR-00000722,PTR-00000581,WOHNSITZ,Pappelhof,10,88212,Ravensburg,BW,DE,3,2024-03-11,,true
ADR-00000723,PTR-00000582,WOHNSITZ,Amseldamm,7,50667,Köln,NW,DE,1,2008-05-03,2022-03-12,false
ADR-00000724,PTR-00000582,WOHNSITZ,Drosselstraße,129,16515,Oranienburg,BB,DE,3,2022-03-13,,true
ADR-00000725,PTR-00000583,WOHNSITZ,Allée des Faucons,26,1618,Châtel-St-Denis,FR,CH,2,2003-12-02,,true
ADR-00000726,PTR-00000584,WOHNSITZ,Allée des Faucons,26,1618,Châtel-St-Denis,FR,CH,2,1997-04-01,,true
ADR-00000727,PTR-00000585,WOHNSITZ,Allée des Faucons,26,1618,Châtel-St-Denis,FR,CH,2,2017-09-10,,true
ADR-00000728,PTR-00000586,WOHNSITZ,Allée des Faucons,26,1618,Châtel-St-Denis,FR,CH,2,2022-12-08,,true
ADR-00000729,PTR-00000587,WOHNSITZ,Fliederacker,145,4143,Dornach,SO,CH,2,2002-09-13,,true
ADR-00000730,PTR-00000588,GESCHAEFTSSITZ,Flussrain,150,6300,Zug,ZG,CH,1,2022-06-01,,true
ADR-00000731,PTR-00000589,WOHNSITZ,Hopfenpfad,63,58452,Witten,NW,DE,3,1997-05-31,,true
ADR-00000732,PTR-00000590,GESCHAEFTSSITZ,Kornweg,177,45468,Mülheim an der Ruhr,NW,DE,2,2011-09-01,,true
ADR-00000733,PTR-00000591,WOHNSITZ,Impasse des Tisserands,49,1110,Morges,VD,CH,2,2010-07-09,,true
ADR-00000734,PTR-00000592,WOHNSITZ,Impasse des Tisserands,49,1110,Morges,VD,CH,2,2015-08-10,,true
ADR-00000735,PTR-00000593,WOHNSITZ,Impasse des Tisserands,49,1110,Morges,VD,CH,2,2013-07-15,,true
ADR-00000736,PTR-00000594,WOHNSITZ,Avenue des Collines,70,1020,Renens VD,VD,CH,2,2020-07-17,,true
ADR-00000737,PTR-00000595,WOHNSITZ,Silberplatz,84,78462,Konstanz,BW,DE,3,2007-05-31,2025-02-03,false
ADR-00000738,PTR-00000595,WOHNSITZ,Schulsteig,164,33602,Bielefeld,NW,DE,2,2025-02-04,,true
ADR-00000739,PTR-00000596,WOHNSITZ,Schulsteig,164,33602,Bielefeld,NW,DE,2,2019-04-13,,true
ADR-00000740,PTR-00000597,WOHNSITZ,Schulsteig,164,33602,Bielefeld,NW,DE,2,2004-06-13,,true
ADR-00000741,PTR-00000598,WOHNSITZ,Schulsteig,164,33602,Bielefeld,NW,DE,2,2023-09-18,,true
ADR-00000742,PTR-00000599,WOHNSITZ,Ostweg,141,4123,Allschwil,BL,CH,2,2001-08-23,,true
ADR-00000743,PTR-00000600,WOHNSITZ,Rosenring,64,4051,Basel,BS,CH,1,2016-04-06,,true
ADR-00000744,PTR-00000601,WOHNSITZ,Tannenacker,140,6020,Emmenbrücke,LU,CH,2,2001-10-25,2022-08-01,false
ADR-00000745,PTR-00000601,WOHNSITZ,Rosenring,64,4051,Basel,BS,CH,1,2022-08-02,,true
ADR-00000746,PTR-00000602,WOHNSITZ,Flachsplatz,127,4657,Dulliken,SO,CH,2,2020-08-09,2025-07-15,false
ADR-00000747,PTR-00000602,WOHNSITZ,Rosenring,64,4051,Basel,BS,CH,1,2025-07-16,,true
ADR-00000748,PTR-00000603,WOHNSITZ,Rosenring,64,4051,Basel,BS,CH,1,2023-12-08,,true
ADR-00000749,PTR-00000604,WOHNSITZ,Westhof,30,3400,Burgdorf,BE,CH,2,2020-09-07,2025-09-30,false
ADR-00000750,PTR-00000604,WOHNSITZ,Mühleacker,55,8134,Adliswil,ZH,CH,2,2025-10-01,,true
ADR-00000751,PTR-00000605,WOHNSITZ,Veilchenhof,2,9000,St. Gallen,SG,CH,1,2008-09-24,2022-07-16,false
ADR-00000752,PTR-00000605,WOHNSITZ,Quellacker,16,8820,Wädenswil,ZH,CH,2,2022-07-17,,true
ADR-00000753,PTR-00000606,WOHNSITZ,Kirschgasse,112,04277,Leipzig,SN,DE,2,2018-08-21,2022-05-21,false
ADR-00000754,PTR-00000606,WOHNSITZ,Heidering,153,69115,Heidelberg,BW,DE,2,2022-05-22,,true
ADR-00000755,PTR-00000607,WOHNSITZ,Veilchenacker,139,8001,Zürich,ZH,CH,1,2006-05-30,,true
ADR-00000756,PTR-00000608,WOHNSITZ,Promenade des Automnes,180,2000,Neuchâtel,NE,CH,2,2006-09-21,,true
ADR-00000757,PTR-00000609,WOHNSITZ,Promenade des Automnes,180,2000,Neuchâtel,NE,CH,2,2001-06-07,,true
ADR-00000758,PTR-00000610,WOHNSITZ,Traubenweg,47,51371,Leverkusen,NW,DE,2,2010-03-18,2023-05-05,false
ADR-00000759,PTR-00000610,WOHNSITZ,Winterstraße,45,63065,Offenbach am Main,HE,DE,2,2023-05-06,,true
ADR-00000760,PTR-00000611,WOHNSITZ,Mühlehalde,172,3072,Ostermundigen,BE,CH,2,2015-06-06,,true
ADR-00000761,PTR-00000612,WOHNSITZ,Entenhof,146,3550,Langnau im Emmental,BE,CH,2,2005-06-23,2022-06-03,false
ADR-00000762,PTR-00000612,WOHNSITZ,Mühlehalde,172,3072,Ostermundigen,BE,CH,2,2022-06-04,,true
ADR-00000763,PTR-00000613,WOHNSITZ,Place des Violettes,35,1201,Genève,GE,CH,1,2018-04-14,,true
ADR-00000764,PTR-00000614,WOHNSITZ,Place des Violettes,35,1201,Genève,GE,CH,1,2013-12-01,,true
ADR-00000765,PTR-00000615,WOHNSITZ,Place des Violettes,35,1201,Genève,GE,CH,1,2007-05-06,,true
ADR-00000766,PTR-00000616,WOHNSITZ,Schulplatz,165,8001,Zürich,ZH,CH,1,1996-02-06,,true
ADR-00000767,PTR-00000617,WOHNSITZ,Salzmatte,19,4051,Basel,BS,CH,1,2011-09-28,2024-03-27,false
ADR-00000768,PTR-00000617,WOHNSITZ,Stegstrasse,36,4053,Basel,BS,CH,1,2024-03-28,,true
ADR-00000769,PTR-00000618,GESCHAEFTSSITZ,Promenade des Sapins,161,1110,Morges,VD,CH,2,2001-12-01,,true
ADR-00000770,PTR-00000619,WOHNSITZ,Erlengasse,135,8001,Zürich,ZH,CH,1,2008-02-13,,true
ADR-00000771,PTR-00000620,WOHNSITZ,Erlengasse,135,8001,Zürich,ZH,CH,1,2001-02-11,,true
ADR-00000772,PTR-00000621,WOHNSITZ,Erlengasse,135,8001,Zürich,ZH,CH,1,2001-12-20,,true
ADR-00000773,PTR-00000622,WOHNSITZ,Heideplatz,47,4623,Neuendorf,SO,CH,2,2006-02-15,2024-04-18,false
ADR-00000774,PTR-00000622,WOHNSITZ,Erlengasse,135,8001,Zürich,ZH,CH,1,2024-04-19,,true
ADR-00000775,PTR-00000623,WOHNSITZ,Erlengasse,135,8001,Zürich,ZH,CH,1,2006-06-09,,true
ADR-00000776,PTR-00000624,WOHNSITZ,Sentier des Abeilles,175,1290,Versoix,GE,CH,1,2000-10-13,,true
ADR-00000777,PTR-00000625,WOHNSITZ,Sentier des Abeilles,175,1290,Versoix,GE,CH,1,2013-04-20,,true
ADR-00000778,PTR-00000626,WOHNSITZ,Markthalde,142,9500,Wil SG,SG,CH,2,2015-11-29,,true
ADR-00000779,PTR-00000627,WOHNSITZ,Höhenweg,146,99089,Erfurt,TH,DE,2,2014-09-03,,true
ADR-00000780,PTR-00000628,WOHNSITZ,Höhenweg,146,99089,Erfurt,TH,DE,2,2010-09-08,,true
ADR-00000781,PTR-00000629,WOHNSITZ,Hügelhof,48,67227,Frankenthal (Pfalz),RP,DE,3,2023-05-18,,true
ADR-00000782,PTR-00000630,WOHNSITZ,Fliederring,158,18055,Rostock,MV,DE,2,2016-09-25,2022-06-21,false
ADR-00000783,PTR-00000630,WOHNSITZ,Westdamm,157,65428,Rüsselsheim am Main,HE,DE,3,2022-06-22,,true
ADR-00000784,PTR-00000631,WOHNSITZ,Westdamm,157,65428,Rüsselsheim am Main,HE,DE,3,2002-05-13,,true
ADR-00000785,PTR-00000632,WOHNSITZ,Korngasse,70,91522,Ansbach,BY,DE,3,2005-08-06,,true
ADR-00000786,PTR-00000633,WOHNSITZ,Kalkstraße,75,61169,Friedberg (Hessen),HE,DE,3,2003-05-19,2024-08-24,false
ADR-00000787,PTR-00000633,WOHNSITZ,Korngasse,70,91522,Ansbach,BY,DE,3,2024-08-25,,true
ADR-00000788,PTR-00000634,WOHNSITZ,Korngasse,70,91522,Ansbach,BY,DE,3,1998-05-09,,true
ADR-00000789,PTR-00000635,WOHNSITZ,Korngasse,70,91522,Ansbach,BY,DE,3,2012-11-10,,true
ADR-00000790,PTR-00000636,WOHNSITZ,Frühlingsweg,32,24534,Neumünster,SH,DE,3,2001-08-24,2022-05-28,false
ADR-00000791,PTR-00000636,WOHNSITZ,Wagnerstraße,23,99706,Sondershausen,TH,DE,3,2022-05-29,,true
ADR-00000792,PTR-00000637,WOHNSITZ,Steinring,180,68159,Mannheim,BW,DE,2,2007-07-29,,true
ADR-00000793,PTR-00000638,WOHNSITZ,Entenhof,80,45127,Essen,NW,DE,2,2021-12-01,2022-01-11,false
ADR-00000794,PTR-00000638,WOHNSITZ,Steinring,180,68159,Mannheim,BW,DE,2,2022-01-12,,true
ADR-00000795,PTR-00000639,WOHNSITZ,Hirschdamm,53,85049,Ingolstadt,BY,DE,2,2009-01-27,2024-10-21,false
ADR-00000796,PTR-00000639,WOHNSITZ,Steinring,180,68159,Mannheim,BW,DE,2,2024-10-22,,true
ADR-00000797,PTR-00000640,WOHNSITZ,Eisenring,133,4542,Luterbach,SO,CH,2,2022-08-26,,true
ADR-00000798,PTR-00000641,WOHNSITZ,Sonnenacker,154b,8050,Zürich,ZH,CH,1,2002-02-17,2025-05-12,false
ADR-00000799,PTR-00000641,WOHNSITZ,Eisenring,133,4542,Luterbach,SO,CH,2,2025-05-13,,true
ADR-00000800,PTR-00000642,WOHNSITZ,Seekamp,180,02625,Bautzen,SN,DE,3,2021-01-30,,true
ADR-00000801,PTR-00000643,WOHNSITZ,Tonweg,25,61118,Bad Vilbel,HE,DE,3,2004-01-29,,true
ADR-00000802,PTR-00000644,WOHNSITZ,Gerstenweg,88,12157,Berlin,BE,DE,1,2008-11-30,2022-08-25,false
ADR-00000803,PTR-00000644,WOHNSITZ,Tonweg,25,61118,Bad Vilbel,HE,DE,3,2022-08-26,,true
ADR-00000804,PTR-00000645,WOHNSITZ,Kiesweg,50,79098,Freiburg im Breisgau,BW,DE,2,2010-05-25,2023-10-12,false
ADR-00000805,PTR-00000645,WOHNSITZ,Tonweg,25,61118,Bad Vilbel,HE,DE,3,2023-10-13,,true
ADR-00000806,PTR-00000646,WOHNSITZ,Tonweg,25,61118,Bad Vilbel,HE,DE,3,2011-03-28,,true
ADR-00000807,PTR-00000647,WOHNSITZ,Mühlenplatz,76,8640,Rapperswil-Jona,SG,CH,2,2008-09-08,,true
ADR-00000808,PTR-00000648,WOHNSITZ,Adlergasse,2,55116,Mainz,RP,DE,2,1997-01-24,,true
ADR-00000809,PTR-00000649,WOHNSITZ,Lerchenhof,24,46045,Oberhausen,NW,DE,2,2019-12-12,2023-06-17,false
ADR-00000810,PTR-00000649,WOHNSITZ,Adlergasse,2,55116,Mainz,RP,DE,2,2023-06-18,,true
ADR-00000811,PTR-00000650,WOHNSITZ,Ostallee,78,26382,Wilhelmshaven,NI,DE,3,2018-11-30,,true
ADR-00000812,PTR-00000651,WOHNSITZ,Färberplatz,60,33602,Bielefeld,NW,DE,2,2016-12-20,2025-07-23,false
ADR-00000813,PTR-00000651,WOHNSITZ,Weidenring,174,71634,Ludwigsburg,BW,DE,3,2025-07-24,,true
ADR-00000814,PTR-00000652,WOHNSITZ,Place des Îles,137,1218,Le Grand-Saconnex,GE,CH,1,2010-05-15,,true
ADR-00000815,PTR-00000653,GESCHAEFTSSITZ,Abendrain,180,5430,Wettingen,AG,CH,2,2016-01-01,,true
ADR-00000816,PTR-00000654,WOHNSITZ,Allée des Tisserands,52,3960,Sierre,VS,CH,3,2018-05-02,,true
ADR-00000817,PTR-00000655,WOHNSITZ,Weiherstraße,125,45657,Recklinghausen,NW,DE,2,2008-08-17,2025-06-22,false
ADR-00000818,PTR-00000655,WOHNSITZ,Goldkamp,3,45468,Mülheim an der Ruhr,NW,DE,2,2025-06-23,,true
ADR-00000819,PTR-00000656,GESCHAEFTSSITZ,Westweg,64,76133,Karlsruhe,BW,DE,2,2012-04-01,,true
ADR-00000820,PTR-00000657,WOHNSITZ,Entenrain,132b,8212,Neuhausen am Rheinfall,SH,CH,2,2010-06-07,2025-09-02,false
ADR-00000821,PTR-00000657,WOHNSITZ,Nelkengasse,110,8400,Winterthur,ZH,CH,1,2025-09-03,,true
ADR-00000822,PTR-00000658,WOHNSITZ,Nelkengasse,110,8400,Winterthur,ZH,CH,1,2024-10-08,,true
ADR-00000823,PTR-00000659,WOHNSITZ,Nelkengasse,110,8400,Winterthur,ZH,CH,1,2018-12-26,,true
ADR-00000824,PTR-00000660,WOHNSITZ,Müllerstraße,133,36251,Bad Hersfeld,HE,DE,3,2001-09-15,,true
ADR-00000825,PTR-00000661,WOHNSITZ,Flussplatz,26a,3000,Bern,BE,CH,1,2000-04-28,,true
ADR-00000826,PTR-00000662,WOHNSITZ,Flussplatz,26a,3000,Bern,BE,CH,1,2020-02-02,,true
ADR-00000827,PTR-00000663,WOHNSITZ,Forellenacker,51,5620,Bremgarten AG,AG,CH,2,2000-11-27,,true
ADR-00000828,PTR-00000664,GESCHAEFTSSITZ,Roggenhof,57,8001,Zürich,ZH,CH,1,2002-03-01,,true
ADR-00000829,PTR-00000665,WOHNSITZ,Kirschweg,15,9500,Wil SG,SG,CH,2,2004-07-09,,true
ADR-00000830,PTR-00000666,WOHNSITZ,Mühlenstrasse,129,4710,Balsthal,SO,CH,2,2010-06-16,2022-02-15,false
ADR-00000831,PTR-00000666,WOHNSITZ,Kirschweg,15,9500,Wil SG,SG,CH,2,2022-02-16,,true
ADR-00000832,PTR-00000667,WOHNSITZ,Kirschweg,15,9500,Wil SG,SG,CH,2,2014-11-19,,true
ADR-00000833,PTR-00000668,WOHNSITZ,Kirschweg,15,9500,Wil SG,SG,CH,2,2018-12-06,,true
ADR-00000834,PTR-00000669,WOHNSITZ,Kirschweg,15,9500,Wil SG,SG,CH,2,2023-09-14,,true
ADR-00000835,PTR-00000670,WOHNSITZ,Reiherhalde,130,2540,Grenchen,SO,CH,2,2006-06-05,,true
ADR-00000836,PTR-00000671,WOHNSITZ,Reiherhalde,130,2540,Grenchen,SO,CH,2,1998-11-20,,true
ADR-00000837,PTR-00000672,WOHNSITZ,Reiherhalde,130,2540,Grenchen,SO,CH,2,2004-06-16,,true
ADR-00000838,PTR-00000673,WOHNSITZ,Reiherhalde,130,2540,Grenchen,SO,CH,2,2012-05-17,,true
ADR-00000839,PTR-00000674,WOHNSITZ,Reiherhalde,130,2540,Grenchen,SO,CH,2,2008-04-20,,true
ADR-00000840,PTR-00000675,WOHNSITZ,Inselring,142,8400,Winterthur,ZH,CH,1,2017-01-16,,true
ADR-00000841,PTR-00000676,GESCHAEFTSSITZ,Posthof,71,60311,Frankfurt am Main,HE,DE,1,1997-02-01,,true
ADR-00000842,PTR-00000677,WOHNSITZ,Nelkensteig,23,46236,Bottrop,NW,DE,2,2008-11-02,,true
ADR-00000843,PTR-00000678,WOHNSITZ,Fichtenrain,169a,8001,Zürich,ZH,CH,1,2021-09-29,,true
ADR-00000844,PTR-00000679,WOHNSITZ,Hechtstraße,138c,81241,München,BY,DE,1,2001-09-10,,true
ADR-00000845,PTR-00000680,WOHNSITZ,Hechtstraße,138c,81241,München,BY,DE,1,2003-08-29,,true
ADR-00000846,PTR-00000681,WOHNSITZ,Hechtstraße,138c,81241,München,BY,DE,1,1999-08-26,,true
ADR-00000847,PTR-00000682,WOHNSITZ,Hechtstraße,138c,81241,München,BY,DE,1,2015-12-25,,true
ADR-00000848,PTR-00000683,WOHNSITZ,Brunnengasse,153,17489,Greifswald,MV,DE,3,2025-06-26,,true
ADR-00000849,PTR-00000684,WOHNSITZ,Alpenrosensteig,44a,14806,Bad Belzig,BB,DE,3,2009-04-02,,true
ADR-00000850,PTR-00000685,WOHNSITZ,Weidenweg,55,8001,Zürich,ZH,CH,1,2007-02-27,2023-10-24,false
ADR-00000851,PTR-00000685,WOHNSITZ,Tonring,139,3904,Naters,VS,CH,3,2023-10-25,,true
ADR-00000852,PTR-00000686,WOHNSITZ,Kornhof,99,8001,Zürich,ZH,CH,1,2013-01-02,2024-08-07,false
ADR-00000853,PTR-00000686,WOHNSITZ,Tonring,139,3904,Naters,VS,CH,3,2024-08-08,,true
ADR-00000854,PTR-00000687,WOHNSITZ,Tonring,139,3904,Naters,VS,CH,3,1996-07-01,,true
ADR-00000855,PTR-00000688,WOHNSITZ,Bärengasse,54,8750,Glarus,GL,CH,3,2009-11-08,,true
ADR-00000856,PTR-00000689,WOHNSITZ,Bärengasse,54,8750,Glarus,GL,CH,3,1999-12-17,,true
ADR-00000857,PTR-00000690,WOHNSITZ,Bergring,86c,10405,Berlin,BE,DE,1,2021-06-30,2025-11-27,false
ADR-00000858,PTR-00000690,WOHNSITZ,Föhrenpfad,62,93047,Regensburg,BY,DE,2,2025-11-28,,true
ADR-00000859,PTR-00000691,WOHNSITZ,Föhrenpfad,62,93047,Regensburg,BY,DE,2,2020-06-05,,true
ADR-00000860,PTR-00000692,WOHNSITZ,Wintergasse,179,64720,Michelstadt,HE,DE,3,2020-03-17,2024-07-16,false
ADR-00000861,PTR-00000692,WOHNSITZ,Nelkenring,72,06108,Halle (Saale),ST,DE,2,2024-07-17,,true
ADR-00000862,PTR-00000693,WOHNSITZ,Holundergasse,157,38440,Wolfsburg,NI,DE,2,2013-06-15,,true
ADR-00000863,PTR-00000694,GESCHAEFTSSITZ,Zunftallee,72,53111,Bonn,NW,DE,2,1991-07-01,,true
ADR-00000864,PTR-00000695,WOHNSITZ,Lerchenring,106,4058,Basel,BS,CH,1,2002-11-23,,true
ADR-00000865,PTR-00000696,WOHNSITZ,Flussallee,63b,85049,Ingolstadt,BY,DE,2,2014-06-22,,true
ADR-00000866,PTR-00000697,WOHNSITZ,Marktallee,132,91052,Erlangen,BY,DE,2,2015-03-28,,true
ADR-00000867,PTR-00000698,WOHNSITZ,Marktallee,132,91052,Erlangen,BY,DE,2,2000-12-08,,true
ADR-00000868,PTR-00000699,WOHNSITZ,Brunnenplatz,139b,01067,Dresden,SN,DE,2,1998-02-11,,true
ADR-00000869,PTR-00000700,WOHNSITZ,Traubenhof,25,8001,Zürich,ZH,CH,1,2021-09-17,,true
ADR-00000870,PTR-00000701,GESCHAEFTSSITZ,Wagnerweg,53,6312,Steinhausen,ZG,CH,1,1985-04-01,,true
ADR-00000871,PTR-00000702,WOHNSITZ,Eisenplatz,19,33330,Gütersloh,NW,DE,2,2019-02-13,2023-11-02,false
ADR-00000872,PTR-00000702,WOHNSITZ,Schwanengasse,108,48143,Münster,NW,DE,2,2023-11-03,,true
ADR-00000873,PTR-00000703,WOHNSITZ,Birkenallee,58,25746,Heide,SH,DE,3,2013-09-13,,true
ADR-00000874,PTR-00000704,WOHNSITZ,Gartenrain,64,2500,Biel/Bienne,BE,CH,1,1996-12-10,,true
ADR-00000875,PTR-00000705,GESCHAEFTSSITZ,Steggasse,128,8880,Walenstadt,SG,CH,2,2021-12-01,,true
