kontakt_id,partner_id,kontakt_typ,wert,ist_primaer
KON-00001225,PTR-00000659,MOBIL,+41 44 000 19 38,true
KON-00001226,PTR-00000660,EMAIL,ute.wieczorek@bluemail.example,true
KON-00001227,PTR-00000660,MOBIL,+49 152 28817 452,true
KON-00001228,PTR-00000661,EMAIL,ftanner@post.example,true
KON-00001229,PTR-00000661,MOBIL,+41 44 000 45 68,true
KON-00001230,PTR-00000662,EMAIL,david.amrein@bluemail.example,true
KON-00001231,PTR-00000662,MOBIL,+41 44 000 13 66,true
KON-00001232,PTR-00000663,EMAIL,kspoerri@bluemail.example,true
KON-00001233,PTR-00000663,MOBIL,+41 44 000 28 10,true
KON-00001234,PTR-00000664,EMAIL,info@jura-beratung.example,true
KON-00001235,PTR-00000664,TELEFON,+41 44 000 79 32,true
KON-00001236,PTR-00000665,EMAIL,laura.kaya83@web.example,true
KON-00001237,PTR-00000665,MOBIL,+41 44 000 69 49,true
KON-00001238,PTR-00000666,EMAIL,koch.fabienne@mail.example,true
KON-00001239,PTR-00000666,MOBIL,+41 44 000 02 60,true
KON-00001240,PTR-00000667,MOBIL,+41 44 000 72 49,true
KON-00001241,PTR-00000668,EMAIL,ben45@post.example,true
KON-00001242,PTR-00000668,MOBIL,+41 44 000 32 90,true
KON-00001243,PTR-00000669,MOBIL,+41 44 000 60 44,true
KON-00001244,PTR-00000670,EMAIL,bhofer@web.example,true
KON-00001245,PTR-00000670,MOBIL,+41 44 000 98 18,true
KON-00001246,PTR-00000671,EMAIL,larissa.hofer89@mail.example,true
KON-00001247,PTR-00000671,MOBIL,+41 44 000 90 25,true
KON-00001248,PTR-00000672,EMAIL,chofer@mail.example,true
KON-00001249,PTR-00000672,TELEFON,+41 44 000 60 62,true
KON-00001250,PTR-00000673,MOBIL,+41 44 000 65 19,true
KON-00001251,PTR-00000674,EMAIL,ngraf@mail.example,true
KON-00001252,PTR-00000674,MOBIL,+41 44 000 85 67,true
KON-00001253,PTR-00000675,EMAIL,david1@mail.example,true
KON-00001254,PTR-00000675,MOBIL,+41 44 000 00 10,true
KON-00001255,PTR-00000676,EMAIL,info@aller-autohaus.example,true
KON-00001256,PTR-00000676,TELEFON,+49 30 23125 637,true
KON-00001257,PTR-00000677,EMAIL,tanja17@post.example,true
KON-00001258,PTR-00000677,MOBIL,+49 152 28817 792,true
KON-00001259,PTR-00000678,EMAIL,tmeyer@web.example,true
KON-00001260,PTR-00000678,MOBIL,+41 44 000 67 63,true
KON-00001261,PTR-00000679,EMAIL,svetlana.berisha@bluemail.example,true
KON-00001262,PTR-00000679,MOBIL,+49 152 28817 753,true
KON-00001263,PTR-00000680,EMAIL,sebastian.weiss82@mail.example,true
KON-00001264,PTR-00000680,MOBIL,+49 152 28817 121,true
KON-00001265,PTR-00000681,EMAIL,berisha.lukas@bluemail.example,true
KON-00001266,PTR-00000681,MOBIL,+49 152 28817 274,true
KON-00001267,PTR-00000682,EMAIL,ali.berisha@post.example,true
KON-00001268,PTR-00000682,TELEFON,+49 30 23125 473,true
KON-00001269,PTR-00000683,EMAIL,stefan93@mail.example,true
KON-00001270,PTR-00000683,MOBIL,+49 152 28817 583,true
KON-00001271,PTR-00000684,EMAIL,nschmidt@post.example,true
KON-00001272,PTR-00000684,MOBIL,+49 152 28817 526,true
KON-00001273,PTR-00000685,EMAIL,carlos92@mail.example,true
KON-00001274,PTR-00000685,MOBIL,+41 44 000 39 32,true
KON-00001275,PTR-00000686,EMAIL,akeller@bluemail.example,true
KON-00001276,PTR-00000686,TELEFON,+41 44 000 90 27,true
KON-00001277,PTR-00000687,MOBIL,+41 44 000 94 99,true
KON-00001278,PTR-00000688,EMAIL,jan.roth@web.example,true
KON-00001279,PTR-00000688,MOBIL,+41 44 000 23 25,true
KON-00001280,PTR-00000689,EMAIL,froth@web.example,true
KON-00001281,PTR-00000689,MOBIL,+41 44 000 90 58,true
KON-00001282,PTR-00000690,EMAIL,tim51@post.example,true
KON-00001283,PTR-00000690,MOBIL,+49 152 28817 410,true
KON-00001284,PTR-00000691,EMAIL,lkrause@mail.example,true
KON-00001285,PTR-00000691,MOBIL,+49 152 28817 704,true
KON-00001286,PTR-00000692,EMAIL,vesna.novak@mail.example,true
KON-00001287,PTR-00000692,MOBIL,+49 152 28817 708,true
KON-00001288,PTR-00000693,EMAIL,kraemer.thomas@mail.example,true
KON-00001289,PTR-00000693,MOBIL,+49 152 28817 700,true
KON-00001290,PTR-00000694,EMAIL,info@donau-hotel.example,true
KON-00001291,PTR-00000694,TELEFON,+49 30 23125 256,true
KON-00001292,PTR-00000695,EMAIL,alocher@post.example,true
KON-00001293,PTR-00000695,MOBIL,+41 44 000 74 18,true
KON-00001294,PTR-00000696,EMAIL,sabine47@post.example,true
KON-00001295,PTR-00000696,MOBIL,+49 152 28817 509,true
KON-00001296,PTR-00000697,EMAIL,fpetrovic@bluemail.example,true
KON-00001297,PTR-00000697,MOBIL,+49 152 28817 772,true
KON-00001298,PTR-00000698,EMAIL,dirk.petrovic@bluemail.example,true
KON-00001299,PTR-00000698,MOBIL,+49 152 28817 802,true
KON-00001300,PTR-00000699,EMAIL,moritz.pohl@bluemail.example,true
KON-00001301,PTR-00000699,MOBIL,+49 152 28817 573,true
KON-00001302,PTR-00000700,EMAIL,corinne33@bluemail.example,true
KON-00001303,PTR-00000700,MOBIL,+41 44 000 18 62,true
KON-00001304,PTR-00000701,EMAIL,info@hasli-gastro.example,true
KON-00001305,PTR-00000701,TELEFON,+41 44 000 89 82,true
KON-00001306,PTR-00000702,EMAIL,dos-santos.svetlana@mail.example,true
KON-00001307,PTR-00000702,MOBIL,+49 152 28817 800,true
KON-00001308,PTR-00000703,EMAIL,lina.klein91@bluemail.example,true
KON-00001309,PTR-00000703,MOBIL,+49 152 28817 584,true
KON-00001310,PTR-00000704,EMAIL,felix97@post.example,true
KON-00001311,PTR-00000704,MOBIL,+41 44 000 56 99,true
KON-00001312,PTR-00000705,EMAIL,info@rigi-systems.example,true
KON-00001313,PTR-00000705,TELEFON,+41 44 000 88 96,true
KON-00001314,PTR-00000706,EMAIL,reinhard.schmid@web.example,true
KON-00001315,PTR-00000706,TELEFON,+49 30 23125 863,true
KON-00001316,PTR-00000707,EMAIL,info@erzgebirge-hotel.example,true
KON-00001317,PTR-00000707,TELEFON,+49 30 23125 483,true
KON-00001318,PTR-00000708,EMAIL,vogel.susanne@bluemail.example,true
KON-00001319,PTR-00000708,MOBIL,+49 152 28817 542,true
KON-00001320,PTR-00000709,EMAIL,mschmitz@post.example,true
KON-00001321,PTR-00000709,MOBIL,+49 152 28817 400,true
KON-00001322,PTR-00000710,EMAIL,moritz.scholz06@web.example,true
KON-00001323,PTR-00000710,MOBIL,+49 152 28817 851,true
KON-00001324,PTR-00000711,EMAIL,bwagner@web.example,true
KON-00001325,PTR-00000711,MOBIL,+49 152 28817 640,true
KON-00001326,PTR-00000712,EMAIL,nbergmann@post.example,true
KON-00001327,PTR-00000712,MOBIL,+49 152 28817 330,true
KON-00001328,PTR-00000713,EMAIL,jaeger.katarzyna@bluemail.example,true
KON-00001329,PTR-00000713,MOBIL,+49 152 28817 789,true
KON-00001330,PTR-00000714,EMAIL,bergmann.ralf@web.example,true
KON-00001331,PTR-00000714,MOBIL,+49 152 28817 915,true
KON-00001332,PTR-00000715,EMAIL,eggenberger.lara@mail.example,true
KON-00001333,PTR-00000715,MOBIL,+41 44 000 58 52,true
KON-00001334,PTR-00000716,EMAIL,leggenberger@post.example,true
KON-00001335,PTR-00000716,MOBIL,+41 44 000 46 17,true
KON-00001336,PTR-00000717,EMAIL,maren29@web.example,true
KON-00001337,PTR-00000717,MOBIL,+49 152 28817 212,true
KON-00001338,PTR-00000718,EMAIL,hoffmann.thomas@bluemail.example,true
KON-00001339,PTR-00000718,MOBIL,+49 152 28817 415,true
KON-00001340,PTR-00000719,EMAIL,stefanie.hoffmann@mail.example,true
KON-00001341,PTR-00000719,MOBIL,+49 152 28817 978,true
KON-00001342,PTR-00000720,EMAIL,carsten75@web.example,true
KON-00001343,PTR-00000720,MOBIL,+49 152 28817 536,true
KON-00001344,PTR-00000721,EMAIL,wagner.leila@post.example,true
KON-00001345,PTR-00000721,MOBIL,+49 152 28817 441,true
KON-00001346,PTR-00000722,EMAIL,leonie.klein07@post.example,true
KON-00001347,PTR-00000722,MOBIL,+49 152 28817 014,true
KON-00001348,PTR-00000723,EMAIL,matthias56@web.example,true
KON-00001349,PTR-00000723,MOBIL,+41 44 000 99 58,true
KON-00001350,PTR-00000724,EMAIL,manuela79@mail.example,true
KON-00001351,PTR-00000724,MOBIL,+41 44 000 01 17,true
KON-00001352,PTR-00000725,TELEFON,+41 44 000 80 68,true
KON-00001353,PTR-00000726,EMAIL,mayer.luis@mail.example,true
KON-00001354,PTR-00000726,MOBIL,+49 152 28817 696,true
KON-00001355,PTR-00000727,EMAIL,matthias.schulze83@post.example,true
KON-00001356,PTR-00000727,MOBIL,+49 152 28817 065,true
KON-00001357,PTR-00000728,EMAIL,susanne.meyer57@web.example,true
KON-00001358,PTR-00000728,TELEFON,+49 30 23125 918,true
KON-00001359,PTR-00000729,EMAIL,info@main-textil.example,true
KON-00001360,PTR-00000729,TELEFON,+49 30 23125 321,true
KON-00001361,PTR-00000730,EMAIL,michaud.guillaume@post.example,true
KON-00001362,PTR-00000730,MOBIL,+41 44 000 60 14,true
KON-00001363,PTR-00000731,EMAIL,brigitte25@web.example,true
KON-00001364,PTR-00000731,MOBIL,+41 44 000 52 04,true
KON-00001365,PTR-00000732,EMAIL,mschmitt@mail.example,true
KON-00001366,PTR-00000732,MOBIL,+49 152 28817 921,true
KON-00001367,PTR-00000733,EMAIL,torsten29@bluemail.example,true
KON-00001368,PTR-00000733,MOBIL,+49 152 28817 500,true
KON-00001369,PTR-00000734,EMAIL,flurin.hess@post.example,true
KON-00001370,PTR-00000734,MOBIL,+41 44 000 95 40,true
KON-00001371,PTR-00000735,EMAIL,widmer.urs@bluemail.example,true
KON-00001372,PTR-00000735,TELEFON,+41 44 000 94 87,true
KON-00001373,PTR-00000736,EMAIL,ben.schwarz07@web.example,true
KON-00001374,PTR-00000736,MOBIL,+49 152 28817 079,true
KON-00001375,PTR-00000737,EMAIL,fabienne.keller@web.example,true
KON-00001376,PTR-00000737,MOBIL,+41 44 000 21 50,true
KON-00001377,PTR-00000738,EMAIL,christian.keller@post.example,true
KON-00001378,PTR-00000738,MOBIL,+41 44 000 18 73,true
KON-00001379,PTR-00000739,EMAIL,marco.braun@web.example,true
KON-00001380,PTR-00000739,MOBIL,+49 152 28817 482,true
KON-00001381,PTR-00000740,EMAIL,abraun@bluemail.example,true
KON-00001382,PTR-00000740,MOBIL,+49 152 28817 220,true
KON-00001383,PTR-00000741,EMAIL,bernd.gruber69@web.example,true
KON-00001384,PTR-00000741,MOBIL,+49 152 28817 470,true
KON-00001385,PTR-00000742,EMAIL,sommer.katrin@web.example,true
KON-00001386,PTR-00000742,MOBIL,+49 152 28817 830,true
KON-00001387,PTR-00000743,EMAIL,rajesh.arslan@web.example,true
KON-00001388,PTR-00000743,MOBIL,+49 152 28817 404,true
KON-00001389,PTR-00000744,EMAIL,jarslan@bluemail.example,true
KON-00001390,PTR-00000744,MOBIL,+49 152 28817 564,true
KON-00001391,PTR-00000745,EMAIL,lukas.arslan@web.example,true
KON-00001392,PTR-00000745,MOBIL,+49 152 28817 432,true
KON-00001393,PTR-00000746,MOBIL,+41 44 000 35 36,true
KON-00001394,PTR-00000747,EMAIL,matthias.brunner@post.example,true
KON-00001395,PTR-00000747,MOBIL,+41 44 000 45 71,true
KON-00001396,PTR-00000748,EMAIL,simone16@web.example,true
KON-00001397,PTR-00000748,MOBIL,+41 44 000 74 61,true
KON-00001398,PTR-00000749,EMAIL,fweber@bluemail.example,true
KON-00001399,PTR-00000749,MOBIL,+41 44 000 49 25,true
KON-00001400,PTR-00000750,EMAIL,nico.weber07@post.example,true
KON-00001401,PTR-00000750,MOBIL,+41 44 000 32 93,true
KON-00001402,PTR-00000751,EMAIL,lhaas@post.example,true
KON-00001403,PTR-00000751,MOBIL,+41 44 000 95 21,true
KON-00001404,PTR-00000752,MOBIL,+49 152 28817 735,true
KON-00001405,PTR-00000753,EMAIL,graf.jasmin@post.example,true
KON-00001406,PTR-00000753,MOBIL,+41 44 000 52 16,true
KON-00001407,PTR-00000754,EMAIL,felix.graf90@post.example,true
KON-00001408,PTR-00000754,MOBIL,+41 44 000 76 57,true
KON-00001409,PTR-00000755,EMAIL,fschulze@mail.example,true
KON-00001410,PTR-00000755,MOBIL,+49 152 28817 063,true
KON-00001411,PTR-00000756,EMAIL,felix23@post.example,true
KON-00001412,PTR-00000756,MOBIL,+49 152 28817 306,true
KON-00001413,PTR-00000757,EMAIL,frank53@web.example,true
KON-00001414,PTR-00000757,MOBIL,+49 152 28817 633,true
KON-00001415,PTR-00000758,EMAIL,nhofmann@bluemail.example,true
KON-00001416,PTR-00000758,MOBIL,+49 152 28817 845,true
KON-00001417,PTR-00000759,EMAIL,dirk.hartmann71@web.example,true
KON-00001418,PTR-00000759,TELEFON,+49 30 23125 988,true
KON-00001419,PTR-00000760,EMAIL,mia.becker@bluemail.example,true
KON-00001420,PTR-00000760,MOBIL,+49 152 28817 436,true
KON-00001421,PTR-00000761,MOBIL,+49 152 28817 173,true
KON-00001422,PTR-00000762,MOBIL,+49 152 28817 901,true
KON-00001423,PTR-00000763,EMAIL,uwe.lorenz@mail.example,true
KON-00001424,PTR-00000763,MOBIL,+49 152 28817 231,true
KON-00001425,PTR-00000764,EMAIL,info@taunus-informatik.example,true
KON-00001426,PTR-00000764,TELEFON,+49 30 23125 214,true
KON-00001427,PTR-00000765,EMAIL,christina.schroeder@post.example,true
KON-00001428,PTR-00000765,MOBIL,+49 152 28817 195,true
KON-00001429,PTR-00000766,EMAIL,ralf.hoffmann70@web.example,true
KON-00001430,PTR-00000766,MOBIL,+49 152 28817 273,true
KON-00001431,PTR-00000767,EMAIL,cbecker@web.example,true
KON-00001432,PTR-00000767,TELEFON,+49 30 23125 190,true
KON-00001433,PTR-00000768,EMAIL,asilva@bluemail.example,true
KON-00001434,PTR-00000768,MOBIL,+49 152 28817 027,true
KON-00001435,PTR-00000769,EMAIL,zeller.nadine@mail.example,true
KON-00001436,PTR-00000769,MOBIL,+49 152 28817 154,true
KON-00001437,PTR-00000770,EMAIL,holger.zeller@web.example,true
KON-00001438,PTR-00000770,MOBIL,+49 152 28817 830,true
KON-00001439,PTR-00000771,EMAIL,torsten.simon68@mail.example,true
KON-00001440,PTR-00000771,MOBIL,+49 152 28817 130,true
KON-00001441,PTR-00000772,EMAIL,simon.ute@post.example,true
KON-00001442,PTR-00000772,MOBIL,+49 152 28817 287,true
KON-00001443,PTR-00000773,EMAIL,doris.suter@mail.example,true
KON-00001444,PTR-00000773,MOBIL,+41 44 000 64 53,true
KON-00001445,PTR-00000774,EMAIL,lina9@post.example,true
KON-00001446,PTR-00000774,MOBIL,+49 152 28817 127,true
KON-00001447,PTR-00000775,EMAIL,haas.paul@bluemail.example,true
KON-00001448,PTR-00000775,MOBIL,+49 152 28817 396,true
KON-00001449,PTR-00000776,EMAIL,greta.richter07@mail.example,true
KON-00001450,PTR-00000776,MOBIL,+49 152 28817 569,true
KON-00001451,PTR-00000777,EMAIL,info@napf-druck.example,true
KON-00001452,PTR-00000777,TELEFON,+41 44 000 27 54,true
KON-00001453,PTR-00000778,EMAIL,daniel86@post.example,true
KON-00001454,PTR-00000778,MOBIL,+41 44 000 97 16,true
KON-00001455,PTR-00000779,EMAIL,angelika.wolf66@post.example,true
KON-00001456,PTR-00000779,MOBIL,+49 152 28817 525,true
KON-00001457,PTR-00000780,EMAIL,info@ostsee-kinderkrippe.example,true
KON-00001458,PTR-00000780,TELEFON,+49 30 23125 547,true
KON-00001459,PTR-00000781,MOBIL,+49 152 28817 951,true
KON-00001460,PTR-00000782,EMAIL,andreas.strobel57@web.example,true
KON-00001461,PTR-00000782,TELEFON,+49 30 23125 738,true
KON-00001462,PTR-00000783,EMAIL,jessica17@bluemail.example,true
KON-00001463,PTR-00000783,MOBIL,+49 152 28817 327,true
KON-00001464,PTR-00000784,EMAIL,christine.ziegler@web.example,true
KON-00001465,PTR-00000784,TELEFON,+41 44 000 74 11,true
KON-00001466,PTR-00000785,EMAIL,info@albula-pflege.example,true
KON-00001467,PTR-00000785,TELEFON,+41 44 000 79 25,true
KON-00001468,PTR-00000786,EMAIL,dgianella@mail.example,true
KON-00001469,PTR-00000786,MOBIL,+41 44 000 12 69,true
KON-00001470,PTR-00000787,EMAIL,agnieszka.garcia83@mail.example,true
KON-00001471,PTR-00000787,MOBIL,+49 152 28817 989,true
KON-00001472,PTR-00000788,EMAIL,info@spessart-planung.example,true
KON-00001473,PTR-00000788,TELEFON,+49 30 23125 710,true
KON-00001474,PTR-00000789,EMAIL,daniela33@web.example,true
KON-00001475,PTR-00000789,MOBIL,+41 44 000 61 91,true
KON-00001476,PTR-00000790,EMAIL,rolf.marbach@bluemail.example,true
KON-00001477,PTR-00000790,MOBIL,+41 44 000 62 34,true
KON-00001478,PTR-00000791,EMAIL,info@reuss-digital.example,true
KON-00001479,PTR-00000791,TELEFON,+41 44 000 16 25,true
KON-00001480,PTR-00000792,EMAIL,jonas.lorenz84@web.example,true
KON-00001481,PTR-00000792,MOBIL,+49 152 28817 624,true
KON-00001482,PTR-00000793,EMAIL,info@allgäu-elektro.example,true
KON-00001483,PTR-00000793,TELEFON,+49 30 23125 297,true
KON-00001484,PTR-00000794,EMAIL,jan.wyss@mail.example,true
KON-00001485,PTR-00000794,MOBIL,+41 44 000 30 04,true
KON-00001486,PTR-00000795,EMAIL,wyss.michelle@mail.example,true
KON-00001487,PTR-00000795,TELEFON,+41 44 000 19 11,true
KON-00001488,PTR-00000796,EMAIL,info@uckermark-event.example,true
KON-00001489,PTR-00000796,TELEFON,+49 30 23125 449,true
KON-00001490,PTR-00000797,EMAIL,livia51@post.example,true
KON-00001491,PTR-00000797,MOBIL,+41 44 000 73 09,true
KON-00001492,PTR-00000798,EMAIL,info@alpina-fahrschule.example,true
KON-00001493,PTR-00000798,TELEFON,+41 44 000 36 05,true
KON-00001494,PTR-00000799,EMAIL,fatma39@bluemail.example,true
KON-00001495,PTR-00000799,MOBIL,+49 152 28817 097,true
KON-00001496,PTR-00000800,MOBIL,+49 152 28817 299,true
KON-00001497,PTR-00000801,EMAIL,mlang@bluemail.example,true
KON-00001498,PTR-00000801,MOBIL,+49 152 28817 950,true
KON-00001499,PTR-00000802,EMAIL,walter.waltraud@post.example,true
KON-00001500,PTR-00000802,TELEFON,+49 30 23125 489,true
KON-00001501,PTR-00000803,EMAIL,adrian26@bluemail.example,true
KON-00001502,PTR-00000803,MOBIL,+41 44 000 72 35,true
KON-00001503,PTR-00000804,EMAIL,piotr.oeztuerk91@bluemail.example,true
KON-00001504,PTR-00000804,MOBIL,+41 44 000 55 17,true
KON-00001505,PTR-00000805,EMAIL,noemi.oeztuerk@bluemail.example,true
KON-00001506,PTR-00000805,MOBIL,+41 44 000 55 08,true
KON-00001507,PTR-00000806,EMAIL,dominik.fischer@post.example,true
KON-00001508,PTR-00000806,MOBIL,+41 44 000 35 50,true
KON-00001509,PTR-00000807,EMAIL,esharma@mail.example,true
KON-00001510,PTR-00000807,MOBIL,+41 44 000 23 71,true
KON-00001511,PTR-00000808,EMAIL,oeztuerk.felix@bluemail.example,true
KON-00001512,PTR-00000808,MOBIL,+41 44 000 48 44,true
KON-00001513,PTR-00000809,EMAIL,franziska.schneider@post.example,true
KON-00001514,PTR-00000809,MOBIL,+49 152 28817 783,true
KON-00001515,PTR-00000810,TELEFON,+41 44 000 41 01,true
KON-00001516,PTR-00000811,EMAIL,raphael.christen@post.example,true
KON-00001517,PTR-00000811,MOBIL,+41 44 000 94 64,true
KON-00001518,PTR-00000812,EMAIL,bda-silva@bluemail.example,true
KON-00001519,PTR-00000812,TELEFON,+41 44 000 99 63,true
KON-00001520,PTR-00000813,EMAIL,guenter.otto@web.example,true
KON-00001521,PTR-00000813,MOBIL,+49 152 28817 371,true
KON-00001522,PTR-00000814,MOBIL,+49 152 28817 910,true
KON-00001523,PTR-00000815,EMAIL,cmaier@bluemail.example,true
KON-00001524,PTR-00000815,MOBIL,+49 152 28817 239,true
KON-00001525,PTR-00000816,EMAIL,nikola.wisniewski@post.example,true
KON-00001526,PTR-00000816,MOBIL,+49 152 28817 112,true
KON-00001527,PTR-00000817,MOBIL,+41 44 000 96 81,true
KON-00001528,PTR-00000818,EMAIL,stephanie44@mail.example,true
KON-00001529,PTR-00000818,MOBIL,+41 44 000 88 09,true
KON-00001530,PTR-00000819,EMAIL,gabriel.henchoz@post.example,true
KON-00001531,PTR-00000819,MOBIL,+41 44 000 56 68,true
KON-00001532,PTR-00000820,EMAIL,christian.schmidt@web.example,true
KON-00001533,PTR-00000820,MOBIL,+49 152 28817 610,true
KON-00001534,PTR-00000821,EMAIL,birgit.schmidt@bluemail.example,true
KON-00001535,PTR-00000821,MOBIL,+49 152 28817 758,true
KON-00001536,PTR-00000822,EMAIL,chuber@web.example,true
KON-00001537,PTR-00000822,MOBIL,+49 152 28817 843,true
KON-00001538,PTR-00000823,EMAIL,cmembrez@mail.example,true
KON-00001539,PTR-00000823,MOBIL,+41 44 000 69 04,true
KON-00001540,PTR-00000824,TELEFON,+49 30 23125 015,true
KON-00001541,PTR-00000825,EMAIL,fpeters@web.example,true
KON-00001542,PTR-00000825,MOBIL,+49 152 28817 687,true
KON-00001543,PTR-00000826,EMAIL,bpeters@web.example,true
KON-00001544,PTR-00000826,MOBIL,+49 152 28817 663,true
KON-00001545,PTR-00000827,EMAIL,volker.vogel71@web.example,true
KON-00001546,PTR-00000827,MOBIL,+49 152 28817 998,true
KON-00001547,PTR-00000828,EMAIL,gubler.larissa@post.example,true
KON-00001548,PTR-00000828,MOBIL,+41 44 000 24 01,true
KON-00001549,PTR-00000829,EMAIL,ahussain@bluemail.example,true
KON-00001550,PTR-00000829,MOBIL,+49 152 28817 989,true
KON-00001551,PTR-00000830,EMAIL,anke.koenig@mail.example,true
KON-00001552,PTR-00000830,MOBIL,+49 152 28817 007,true
KON-00001553,PTR-00000831,EMAIL,dkowalczyk@bluemail.example,true
KON-00001554,PTR-00000831,MOBIL,+49 152 28817 110,true
KON-00001555,PTR-00000832,EMAIL,info@nordsee-garage.example,true
KON-00001556,PTR-00000832,TELEFON,+49 30 23125 111,true
KON-00001557,PTR-00000833,EMAIL,haddad.igor@post.example,true
KON-00001558,PTR-00000833,MOBIL,+49 152 28817 774,true
KON-00001559,PTR-00000834,EMAIL,mschmitz@web.example,true
KON-00001560,PTR-00000834,MOBIL,+49 152 28817 102,true
KON-00001561,PTR-00000835,MOBIL,+49 152 28817 063,true
KON-00001562,PTR-00000836,EMAIL,felix.schubert@web.example,true
KON-00001563,PTR-00000836,MOBIL,+49 152 28817 185,true
KON-00001564,PTR-00000837,EMAIL,emoret@post.example,true
KON-00001565,PTR-00000837,MOBIL,+41 44 000 73 99,true
KON-00001566,PTR-00000838,EMAIL,kohler.sara@post.example,true
KON-00001567,PTR-00000838,MOBIL,+41 44 000 22 29,true
KON-00001568,PTR-00000839,EMAIL,nkohler@bluemail.example,true
KON-00001569,PTR-00000839,MOBIL,+41 44 000 04 89,true
KON-00001570,PTR-00000840,EMAIL,torsten.jaeger@mail.example,true
KON-00001571,PTR-00000840,TELEFON,+49 30 23125 422,true
KON-00001572,PTR-00000841,EMAIL,dimitrios6@web.example,true
KON-00001573,PTR-00000841,MOBIL,+49 152 28817 745,true
KON-00001574,PTR-00000842,EMAIL,garcia.dragana@mail.example,true
KON-00001575,PTR-00000842,MOBIL,+41 44 000 17 23,true
KON-00001576,PTR-00000843,EMAIL,leon.mueller82@post.example,true
KON-00001577,PTR-00000843,MOBIL,+41 44 000 05 13,true
KON-00001578,PTR-00000844,TELEFON,+41 44 000 01 55,true
KON-00001579,PTR-00000845,EMAIL,stefan34@bluemail.example,true
KON-00001580,PTR-00000845,MOBIL,+49 152 28817 842,true
KON-00001581,PTR-00000846,EMAIL,lars.loeffler73@mail.example,true
KON-00001582,PTR-00000846,MOBIL,+49 152 28817 752,true
KON-00001583,PTR-00000847,EMAIL,jonas.fischer@web.example,true
KON-00001584,PTR-00000847,MOBIL,+49 152 28817 737,true
KON-00001585,PTR-00000848,MOBIL,+49 152 28817 225,true
KON-00001586,PTR-00000849,EMAIL,info@uckermark-textil.example,true
KON-00001587,PTR-00000849,TELEFON,+49 30 23125 964,true
KON-00001588,PTR-00000850,EMAIL,michaud.alexandre@bluemail.example,true
KON-00001589,PTR-00000850,MOBIL,+41 44 000 86 68,true
KON-00001590,PTR-00000851,EMAIL,kevin.schmidt84@web.example,true
KON-00001591,PTR-00000851,MOBIL,+49 152 28817 111,true
KON-00001592,PTR-00000852,EMAIL,aschmidt@post.example,true
KON-00001593,PTR-00000852,MOBIL,+49 152 28817 480,true
KON-00001594,PTR-00000853,EMAIL,tobias.fischer@post.example,true
KON-00001595,PTR-00000853,MOBIL,+41 44 000 61 06,true
KON-00001596,PTR-00000854,EMAIL,yvonne.fischer@post.example,true
KON-00001597,PTR-00000854,MOBIL,+41 44 000 11 34,true
KON-00001598,PTR-00000855,EMAIL,wessel.florian@web.example,true
KON-00001599,PTR-00000855,MOBIL,+49 152 28817 220,true
KON-00001600,PTR-00000856,EMAIL,info@harz-bäckerei.example,true
KON-00001601,PTR-00000856,TELEFON,+49 30 23125 803,true
KON-00001602,PTR-00000857,EMAIL,loic.gaillard86@web.example,true
KON-00001603,PTR-00000857,MOBIL,+41 44 000 78 82,true
KON-00001604,PTR-00000858,EMAIL,info@napf-elektro.example,true
KON-00001605,PTR-00000858,TELEFON,+41 44 000 87 32,true
KON-00001606,PTR-00000859,EMAIL,valerie17@mail.example,true
KON-00001607,PTR-00000859,MOBIL,+41 44 000 73 83,true
KON-00001608,PTR-00000860,EMAIL,guillaume76@web.example,true
KON-00001609,PTR-00000860,MOBIL,+41 44 000 79 48,true
KON-00001610,PTR-00000861,EMAIL,moser.christian@web.example,true
KON-00001611,PTR-00000861,MOBIL,+41 44 000 98 05,true
KON-00001612,PTR-00000862,EMAIL,ndietiker@post.example,true
KON-00001613,PTR-00000862,MOBIL,+41 44 000 73 06,true
KON-00001614,PTR-00000863,EMAIL,lena86@bluemail.example,true
KON-00001615,PTR-00000863,MOBIL,+41 44 000 86 57,true
KON-00001616,PTR-00000864,EMAIL,yannis10@post.example,true
KON-00001617,PTR-00000864,MOBIL,+49 152 28817 572,true
KON-00001618,PTR-00000865,EMAIL,schaffner.roman@post.example,true
KON-00001619,PTR-00000865,MOBIL,+41 44 000 60 60,true
KON-00001620,PTR-00000866,EMAIL,eschaffner@post.example,true
KON-00001621,PTR-00000866,MOBIL,+41 44 000 06 46,true
KON-00001622,PTR-00000867,EMAIL,leon45@bluemail.example,true
KON-00001623,PTR-00000867,MOBIL,+41 44 000 04 23,true
KON-00001624,PTR-00000868,EMAIL,tschudi.gian@bluemail.example,true
KON-00001625,PTR-00000868,MOBIL,+41 44 000 59 07,true
KON-00001626,PTR-00000869,EMAIL,jtschudi@web.example,true
KON-00001627,PTR-00000869,MOBIL,+41 44 000 64 42,true
KON-00001628,PTR-00000870,EMAIL,jasmin.weber07@web.example,true
KON-00001629,PTR-00000870,MOBIL,+41 44 000 18 72,true
KON-00001630,PTR-00000871,EMAIL,sbaumann@bluemail.example,true
KON-00001631,PTR-00000871,MOBIL,+41 44 000 55 96,true
KON-00001632,PTR-00000872,EMAIL,beck.volker@bluemail.example,true
KON-00001633,PTR-00000872,MOBIL,+49 152 28817 605,true
