PARTNR;NAME1;NAME2;GEBDAT;GESCHL;ZIVST;ADR1;ADR2;ADR3;LANDKZ;SPRACHE;TEL;EMAIL;BERUF;KDSEIT;AENDDAT;BEMERK
20000454;SCHMITZ MATTHIAS;;10.01.82;1;2;ROSENSTRASSE 73;;42103 WUPPERTAL;276;D;+49 152 28817 10;;BERATERIN;01.08.17;01.09.21;
20000455;MEYER KATHARINA;;01.04.82;2;2;ROSENSTRASSE 73;;42103 WUPPERTAL;276;D;;;LANDWIRTIN;;31.12.25;
20000456;SCHUBERT FELIX;;16.12.74;1;4;ABENDGASSE 1;;81371 MUENCHEN;276;D;+49 152 28817 18;felix.schubert@web.example;MECHANIKERIN;01.10.08;31.12.25;
20000457;KOHLER SARA;;;2;2;ERLENSTRASSE 152;;4125 RIEHEN;756;D;+41 44 000 22 29;kohler.sara@post.example;INGENIEURIN;01.07.16;01.10.23;
20000458;KOHLER NIKOLA;;19.09.99;1;2;ERLENSTRASSE 152;;4125 RIEHEN;756;D;+41 44 000 04 89;;STUDENTIN;01.12.17;01.05.17;
20000459;GARCIA DRAGANA;;18.01.83;2;1;GARTENHALDE 149;;3000 BERN;756;D;;garcia.dragana@mail.example;SOZIALARBEITERIN;01.03.17;01.01.23;
20000460;FISCHER JONAS;;16.10.98;1;2;LEHMKAMP 121A;;24937 FLENSBURG;276;D;+49 152 28817 73;jonas.fischer@web.example;RENTNERIN;01.06.17;01.08.15;
20000461;PAPADOPOULOS TIM;;26.07.98;1;1;ERLENWEG 93;;59423 UNNA;276;D;;;VERKAEUFERIN;01.02.19;01.06.23;
20000462;UCKERMARK TEXTIL GMBH & CO. KG;KG;;0;0;SCHMIEDERING 154;;69115 HEIDELBERG;276;D;+49 30 23125 964;info@uckermark-textil.example;;01.03.02;01.12.16;
20000463;MICHAUD ALEXANDRE;;05.10.95;1;3;ALLEE DES ROCHERS 100;;1201 GENEVE;756;F;+41 44 000 86 68;michaud.alexandre@bluemail.example;SANITAERINSTALLATEUR;01.04.17;31.12.25;
20000464;SCHMIDT KEVIN;;07.03.84;1;2;ERLENPLATZ 81;;67346 SPEYER;276;D;+49 152 28817 11;kevin.schmidt84@web.example;KAUFMAENNISCHE ANGES;01.08.13;01.11.21;
20000465;SCHMIDT ANKE;;28.10.89;2;2;ERLENPLATZ 81;;67346 SPEYER;276;D;+49 152 28817 48;;KAUFMAENNISCHE ANGES;01.01.09;01.11.18;
20000466;FISCHER TOBIAS;;03.07.71;1;5;TANNENSTEIG 20;;3000 BERN;756;D;+41 44 000 61 06;;GASTWIRTIN;01.04.16;01.08.17;
20000467;FISCHER YVONNE;;11.10.66;2;5;TANNENSTEIG 20;;3000 BERN;756;D;+41 44 000 11 34;;RENTNERIN;;31.12.25;
20000468;HARZ BAECKEREI E.K.;E.K.;;0;0;LEHMSTRASSE 116;;76133 KARLSRUHE;276;D;;;;01.05.13;01.04.17;
20000469;FAVRE VALERIE;;20.02.76;2;2;RUE DES RIVES 105;;2350 SAIGNELEGIER;756;F;;;HAUSFRAU;01.03.09;31.12.25;
20000470;FAVRE GUILLAUME;;03.03.71;1;2;RUE DES RIVES 105;;2350 SAIGNELEGIEX;756;F;;;ELEKTROINSTALLATEURI;;01.09.15;
20000471;SCHAFFNER ROMAN;;08.08.92;1;2;SUEDACKER 55;;3000 BERN;756;D;+41 44 000 60 60;;BANKANGESTELLTE;01.06.18;01.07.20;
20000472;SCHAFFNER EMMA;;25.03.97;2;2;SUEDACKER 55;;3000 BERN;756;D;+41 44 000 06 46;;KAUFMAENNISCHE ANGES;;31.12.25;
20000473;SCHAFFNER LEON;;14.03.07;1;1;SUEDACKER 55;;3000 BERN;756;D;+41 44 000 04 23;leon45@bluemail.example;MALERIN;01.11.25;01.06.22;
20000474;TSCHUDI GIAN;;25.04.89;1;2;KAPELLENPLATZ;164;8304 WALLISELLEN;756;D;+41 44 000 59 07;tschudi.gian@bluemail.example;INGENIEURIN;01.10.14;01.03.21;
20000475;TSCHUDI JELENA;;20.09.84;2;2;KAPELLENPLATZ 164;;8304 WALLISELLEN;756;D;+41 44 000 64 42;jtschudi@web.example;BERATERIN;;31.12.25;
20000476;WEBER JASMIN;;02.06.07;2;1;KAPELLENPLATZ 164;;8304 WALLISELLEN;756;D;+41 44 000 18 72;jasmin.weber07@web.example;STUDENTIN;01.11.25;31.12.25;
20000477;BAUMANN SIMON;;19.02.07;1;1;KAPELLENPLATZ 164;;8304 WALLISELLEN;756;D;;sbaumann@bluemail.example;PFLEGEFACHFRAU;;01.09.16;
20000478;BECK VOLKER;;01.01.00;1;2;GERSTENPFAD;31;40476 DUESSELDORF;276;D;+49 152 28817 60;beck.volker@bluemail.example;RENTNERIN;01.05.16;01.04.20;
20000479;JUNG CHRISTA;;24.10.54;2;2;GERSTENPFAD 31;;40476 DUESSELDORF;276;D;+49 152 28817 35;jung.christa@bluemail.example;RENTNERIN;;01.12.21;RUECKRUF ERBETEN
20000480;BECK TOBIAS;;23.03.81;1;1;GERSTENPFAD 31;;40476 DUESSELDORF;276;D;+49 152 28817 40;tbeck@web.example;INFORMATIKERIN;01.02.13;01.11.16;
20000481;BECK THOMAS;;09.11.89;1;1;GERSTENPFAD 31;;40476 DUESSELDORX;276;D;+49 152 28817 91;thomas.beck@post.example;STUDENTIN;01.09.14;01.11.19;
20000482;BECK LEONIE;;22.03.91;2;1;GERSTENPFAD 31;;40476 DUESSELDORF;276;D;;lbeck@web.example;KAUFMAENNISCHE ANGES;01.12.11;01.10.15;VN TEL. ANGEFR., RR BIS 15.3.
20000483;JENNI ANNA;;05.12.92;2;5;AHORNHOF 67;;8400 WINTERTHUR;756;D;;;INGENIEURIN;01.02.15;01.03.22;
20000484;JENNI CYRILL;;02.11.98;1;5;AHORNHOF 67;;8400 WINTERTHUR;756;D;+41 44 000 46 90;;RENTNERIN;;31.12.25;
20000485;MUELLER KATHARINA;;08.04.95;2;2;HIRSCHPFAD;152;88045 FRIEDRICHSHAFEN;276;D;+49 152 28817 34;katharina.mueller@web.example;COIFFEUSE;01.11.13;31.12.25;DUBLETTE? S. PVS-L
20000486;MUELLER MAXIMILIAN;;07.02.01;1;2;HIRSCHPFAD 152;;88045 FRIEDRICHSHAFEN;276;D;+49 152 28817 64;mmueller@mail.example;STUDENTIN;;01.11.21;KUNDE WUENSCHT KEINE WERBUNG
20000487;MUELLER NIKLAS;;20.03.07;1;1;HIRSCHPFAD 152;;88045 FRIEDRICHSHAFEN;276;D;+49 152 28817 10;;RENTNERIN;01.05.25;31.12.25;
20000488;MUELLER FINN;;28.11.07;1;1;HIRSCHPFAD 152;;88045 FRIEDRICHSHAFEN;276;D;+49 152 28817 84;;STUDENTIN;;01.07.21;
20000489;SCHMIDT MAXIMILIAN;;12.08.07;1;1;HIRSCHPFAD 152;;88045 FRIEDRICHSHAFEN;276;D;+49 152 28817 83;;JURISTIN;01.10.25;31.12.25;
20000490;PORTMANN LEVIN;;05.10.81;1;2;MEISENGASSE 54;;8400 WINTERTHUR;756;D;+41 44 000 42 84;levin.portmann@post.example;INGENIEURIN;01.10.18;31.12.25;
20000491;PORTMANN ELENA;;10.10.81;2;2;MEISENGASSE 54;;8400 WINTERTHUR;756;D;+41 44 000 14 99;elena.portmann@bluemail.example;RENTNERIN;01.01.15;01.01.19;
20000492;WAGNER FRANZISKA;;26.12.74;2;2;FLUSSWEG 35;;41747 VIERSEN;276;D;;;JURISTIN;01.04.06;01.05.24;
20000493;WAGNER THOMAS;;15.09.72;1;2;FLUSSWEG 35;;41747 VIERSEN;276;D;+49 152 28817 38;;VERKAEUFERIN;01.12.02;01.02.16;
20000494;KAUFMANN JONAS;;27.11.90;1;2;WAGNERSTRASSE 73;;4153 REINACH BL;756;D;;;KAUFMAENNISCHE ANGES;01.02.15;01.11.22;
20000495;KAUFMANN ELIF;;17.06.91;2;2;WAGNERSTRASSE 73;;4153 REINACH BL;756;D;+41 44 000 24 70;elif.kaufmann91@mail.example;RENTNERIN;01.02.11;01.11.20;
20000496;KAUFMANN LUCA;;02.10.07;1;1;WAGNERSTRASSE 73;;4153 REINACH BL;756;D;+41 44 000 65 28;kaufmann.luca@post.example;KAUFMAENNISCHE ANGES;;01.05.21;
20000497;KAUFMANN ALI;;25.03.07;1;1;WAGNERSTRASSE 73;;4153 REINACH BL;756;D;+41 44 000 29 03;;VERKAEUFERIN;;01.05.15;
20000498;KAUFMANN YANNICK;;27.11.07;1;1;WAGNERSTRASSE 73;;4153 REINACH BL;756;D;+41 44 000 61 14;;STUDENTIN;01.12.25;01.09.15;
20000499;BOLLIGER MARKUS;;12.05.69;9;2;WAGNERACKER 83;;3600 THUN;756;D;+41 44 000 01 84;;INFORMATIKERIN;01.12.09;01.05.16;
20000500;BOLLIGER SILVAN;;19.09.67;1;2;WAGNERACKER 83;;3600 THUN;756;D;+41 44 000 77 52;;HAUSFRAU;01.06.18;01.11.16;
20000501;VOGTLAND AUTOHAUS AG;AG;;0;0;SCHWANENSTEIG 156;;12043 BERLIN;276;D;;;;01.09.13;31.12.25;
20000502;INN BAUUNTERNEHMUNG GMBH & CO.;KG;;0;0;HIRSCHDAMM 26;;80331 MUENCHEN;276;D;+49 30 23125 819;info@inn-bauunternehmung.example;;01.11.19;01.05.23;
20000503;SUHRE DACHDECKEREI SA;SA;;0;0;IMPASSE DES MERLES 121;;2740 MOUTIER;756;F;+41 44 000 45 44;info@suhre-dachdeckerei.example;;01.04.03;01.12.18;
20000504;EMMENEGGER UELI;;06.04.63;9;2;MONDWEG;14B;9108 GONTEN;756;D;+41 44 000 41 09;;MECHANIKERIN;01.11.12;31.12.25;
20000505;CORNU PASCAL;;26.06.87;1;2;ROUTE DES CYCLAMENS 104;;1003 LAUSANNE;756;F;;;COIFFEUSE;01.08.07;01.05.22;DUBLETTE? S. PVS-L
20000506;CORNU SVETLANA;;25.09.85;2;2;ROUTE DES CYCLAMENS 104;;1003 LAUSANNE;756;F;;cornu.svetlana@web.example;COIFFEUSE;01.10.05;31.12.25;
20000507;OEZTUERK TIM;;21.05.88;1;2;HOEHENMATTE 160;;7500 ST. MORITZ;756;D;+41 44 000 06 83;tim.oeztuerk@bluemail.example;VERWALTUNGSANGESTELL;01.11.14;01.08.21;
20000508;BONVIN INES;;06.09.87;2;2;IMPASSE DES OEILLETS 27;;1003 LAUSANNX;756;F;+41 44 000 29 76;ines.bonvin87@post.example;AERZTIN;01.02.14;01.05.23;DUBLETTE? S. PVS-L
20000509;BRANDT HOLGER;;10.01.60;1;2;VEILCHENDAMM 17;;44575 CASTROP-RAUXEL;276;D;+49 30 23125 724;;RENTNERIN;01.12.14;01.12.17;
20000510;BRANDT BIRGIT;;11.05.54;2;2;VEILCHENDAMM 17;;44575 CASTROP-RAUXEL;276;D;+49 152 28817 76;;RENTNERIN;01.12.15;01.05.16;
20000511;WASSERFALLEN KINDERKRIPPE GMBH;GMBH;;0;0;TULPENRING 97;;8640 RAPPERSWIL-JONA;756;D;+41 44 000 15 10;info@wasserfallen-kinderkrippe.example;;01.05.19;01.05.19;
20000512;BIERI RETO;;02.12.80;1;2;HOLUNDERWEG 10;;6460 ALTDORF UR;756;D;+41 44 000 16 27;;SANITAERINSTALLATEUR;01.08.15;01.07.16;
20000513;NUSSBAUMER SELINA;;02.12.84;2;2;HOLUNDERWEG 10;;6460 ALTDORF UR;756;D;+41 44 000 61 42;selina1@bluemail.example;VERWALTUNGSANGESTELL;01.02.03;01.04.16;
20000514;BAUMANN ANNEMARIE;;19.10.38;2;4;FRUEHLINGSRAIN;176;2500 BIEL/BIENNE;756;D;+41 44 000 14 72;;RENTNERIN;01.06.15;01.11.22;
20000515;STEINER ELIAS;;27.09.75;1;1;POSTPLATZ 51;;4142 MUENCHENSTEIN;756;D;+41 44 000 59 95;elias41@mail.example;RENTNERIN;01.02.03;01.12.21;
20000516;ZUERCHER CHRISTINE;;21.05.76;2;2;HECHTHOF 4B;;9630 WATTWIL;756;D;+41 44 000 66 32;christine23@post.example;RENTNERIN;01.06.20;01.03.17;
20000517;ZUERCHER UELI;;14.02.77;1;2;HECHTHOF 4B;;9630 WATTWIL;756;D;+41 44 000 88 16;uzuercher@post.example;LANDWIRTIN;01.02.12;01.08.22;
20000518;DIALLO ELENI;;20.12.79;2;2;TULPENPFAD 33;;65183 WIESBADEN;276;D;+49 152 28817 27;;INGENIEURIN;01.03.16;01.04.22;RUECKRUF ERBETEN
20000519;DIALLO NIKLAS;;22.05.78;1;2;TULPENPFAD 33;;65183 WIESBADEN;276;D;+49 152 28817 00;ndiallo@mail.example;PFLEGEFACHFRAU;;01.02.16;
20000520;DIALLO LUKAS;;01.01.00;1;1;TULPENPFAD 33;;65183 WIESBADEN;276;D;+49 152 28817 31;;STUDENTIN;01.08.25;31.12.25;
20000521;KELLER MATTHIAS;;01.01.00;1;2;LINDENWEG 90;;4051 BASEL;756;D;+41 44 000 44 89;matthias.keller@bluemail.example;TREUHAENDERIN;01.03.08;01.12.23;
20000522;KELLER SANDRA;;02.02.68;2;2;LINDENWEG 90;;4051 BASEL;756;D;+41 44 000 36 19;;RENTNERIN;;01.09.22;
20000523;HAAS ANNA;;16.10.94;2;1;LINDENWEG 90;;4051 BASEL;756;D;;anna.haas@web.example;MAURERIN;;01.10.19;ADR. LT. POST GEAENDERT
20000524;HESS CHRISTIAN;;16.09.74;1;2;WEIHERHOF 95;;4900 LANGENTHAL;756;D;+41 44 000 59 57;;RENTNERIN;01.09.12;01.11.16;
20000525;HESS KARIN;;07.10.68;2;2;WEIHERHOF 95;;4900 LANGENTHAL;756;D;+41 44 000 99 69;;DACHDECKERIN;;01.02.24;
20000526;FERNANDES SOFIA;;20.02.73;2;1;BACHDAMM 111A;;04277 LEIPZIG;276;D;+49 152 28817 67;;POLIZISTIN;01.10.12;01.12.15;
20000527;GUENTHER NADINE;;02.10.76;2;2;WESTWEG 48;;47051 DUISBURG;276;D;+49 152 28817 85;;SCHREINERIN;01.11.19;31.12.25;
20000528;GUENTHER YANNIS;;28.09.71;1;2;WESTWEG;48;47051 DUISBURG;276;D;;;LEHRERIN;;01.09.20;
20000529;BECKER MAREN;;01.11.84;2;5;MORGENWEG 83;;38100 BRAUNSCHWEIG;276;D;+49 152 28817 74;;MAURERIN;01.08.08;01.10.21;
20000530;ARSLAN YANNIS;;20.08.80;1;5;MORGENWEG 83;;38100 BRAUNSCHWEIG;276;D;+49 152 28817 82;yannis.arslan@mail.example;HAUSFRAU;;01.04.19;
20000531;BECKER DIRK;;27.06.07;1;1;MORGENWEG 83;;38100 BRAUNSCHWEIG;276;D;+49 152 28817 33;;VERKAEUFERIN;;31.12.25;
20000532;BECKER SAMUEL;;18.10.07;1;1;MORGENWEG 83;;38100 BRAUNSCHWEIG;276;D;+49 152 28817 89;;INFORMATIKERIN;01.12.25;01.04.22;
20000533;BECKER PAUL;;01.01.00;1;1;MORGENWEG;83;38100 BRAUNSCHWEIG;276;D;+49 152 28817 89;paul.becker@post.example;STUDENTIN;;31.12.25;
20000534;ZEHNDER MATTHIAS;;28.02.82;1;5;MOOSWEG 110;;6003 LUZERN;756;D;+41 44 000 47 52;;INGENIEURIN;01.12.14;01.02.18;
20000535;ZEHNDER FABIENNE;;11.08.85;2;5;MOOSWEG 110;;6003 LUZERN;756;D;+41 44 000 93 17;fabienne.zehnder85@web.example;INGENIEURIN;01.06.09;01.07.21;
20000536;ZEHNDER NILS;;09.08.07;1;1;MOOSWEG;110;6003 LUZERN;756;D;+41 44 000 44 27;;STUDENTIN;;01.05.20;
20000537;ZEHNDER NILS;;20.10.07;1;1;MOOSWEG 110;;6003 LUZERN;756;D;+41 44 000 42 93;;STUDENTIN;;31.12.25;
20000538;ZEHNDER SIMONE;;08.01.06;2;1;MOOSWEG 110;;6003 LUZERN;756;D;+41 44 000 82 81;;STUDENTIN;;01.02.16;
20000539;NUSSBAUMER LAURA;;17.07.86;2;5;WIESENHOF 109;;8500 FRAUENFELD;756;D;+41 44 000 08 61;;KAUFMAENNISCHE ANGES;01.06.14;31.12.25;KUNDE WUENSCHT KEINE WERBUNG
20000540;NUSSBAUMER BRUNO;;14.02.92;1;5;WIESENHOF 109;;8500 FRAUENFELD;756;D;+41 44 000 97 97;bnussbaumer@post.example;RENTNERIN;;01.02.23;
20000541;NUSSBAUMER DOMINIK;;25.10.07;1;1;WIESENHOF 109;;8500 FRAUENFELD;756;D;;;STUDENTIN;;01.11.21;
20000542;GERBER YANNICK;;17.08.90;1;5;LERCHENMATTE 42;;6003 LUZERN;756;D;+41 44 000 57 94;;RENTNERIN;01.04.10;01.04.21;
20000543;SCHLAEFLI JONAS;;02.12.94;1;5;LERCHENMATTE 42;;6003 LUZERN;756;D;+41 44 000 69 72;;BANKANGESTELLTE;01.09.13;01.04.16;KUNDE WUENSCHT KEINE WERBUNG
20000544;PAPADOPOULOS DRAGAN;;06.09.60;1;2;KAPELLENHALDE 96;;9630 WATTWIL;756;D;;;RENTNERIN;01.02.05;31.12.25;
20000545;MARBACH DANIELA;;25.04.60;2;2;KAPELLENHALDE 96;;9630 WATTWIL;756;D;+41 44 000 43 54;;RENTNERIN;;31.12.25;
20000546;HOFFMANN EMILIA;;24.10.73;2;2;FLACHSRING 29;;76133 KARLSRUHX;276;D;+49 30 23125 950;emilia.hoffmann@bluemail.example;INGENIEURIN;01.09.01;31.12.25;
20000547;JUNG RALF;;19.11.77;1;2;FLACHSRING 29;;76133 KARLSRUHE;276;D;+49 152 28817 99;ralf.jung@web.example;VERWALTUNGSANGESTELL;01.10.06;01.08.24;
20000548;HOFFMANN LUKAS;;03.01.05;1;1;FLACHSRING;29;76133 KARLSRUHE;276;D;+49 152 28817 96;;MECHANIKERIN;;01.11.15;DUBLETTE? S. PVS-L
20000549;HOFFMANN EMIL;;26.01.03;1;1;FLACHSRING 29;;76133 KARLSRUHE;276;D;+49 152 28817 59;emil.hoffmann@mail.example;LANDWIRTIN;;31.12.25;
20000550;BIERI BEN;;01.04.85;1;2;ADLERWEG;20;4625 OBERBUCHSITEN;756;D;;;ELEKTROINSTALLATEURI;01.09.13;01.04.22;
20000551;BIERI AYSE;;17.05.79;2;2;ADLERWEG 20;;4625 OBERBUCHSITEN;756;D;+41 44 000 79 11;;KAUFMAENNISCHE ANGES;;31.12.25;MAHNUNG 1 VERSANDT
20000552;SAHIN ANA;;26.12.53;2;2;LINDENWEG 7;;80331 MUENCHEN;276;D;;;RENTNERIN;01.06.14;31.12.25;
20000553;SAHIN STEFAN;;28.08.50;1;2;LINDENWEG 7;;80331 MUENCHEN;276;D;;stefan.sahin@bluemail.example;RENTNERIN;01.05.05;01.05.21;
20000554;MUELLER STEFAN;;22.11.63;1;3;TULPENSTEIG 168;;99423 WEIMAR;276;D;+49 152 28817 62;stefan.mueller@web.example;SCHREINERIN;01.12.08;01.02.16;
20000555;STEINER PHILIPP;;20.08.93;1;2;KIRCHGASSE 90;;8400 WINTERTHUR;756;D;+41 44 000 84 09;;GRAFIKERIN;01.06.20;01.05.18;
20000556;BERGER PRISKA;;26.12.95;2;2;KIRCHGASSE 90;;8400 WINTERTHUR;756;D;+41 44 000 68 54;;MALERIN;01.03.16;31.12.25;
20000557;STEINER GIAN;;21.01.07;1;1;KIRCHGASSE;90;8400 WINTERTHUR;756;D;;steiner.gian@web.example;STUDENTIN;;01.12.18;
20000558;MEYER MANUELA;;07.02.72;2;2;EISENSTEIG 145;;67346 SPEYER;276;D;+49 152 28817 24;;RENTNERIN;01.10.07;01.09.24;
20000559;MEYER HORST;;20.08.68;1;2;EISENSTEIG 145;;67346 SPEYER;276;D;+49 152 28817 39;;LEHRERIN;;31.12.25;
20000560;BIERI ANDREAS;;28.10.75;1;2;FALKENRING 140;;8001 ZUERICH;756;D;;;PHYSIOTHERAPEUTIN;01.07.17;31.12.25;
20000561;GRAF STEFANIE;;08.01.71;2;1;UNTEREKUPFERGASSE 49;;01067 DRESDEN;276;D;+49 152 28817 01;;MALERIN;01.01.15;01.09.14;
20000562;GARCIA TANJA;;05.02.75;2;2;ALTESATTLERSTRASSE 37;;08280 AUE-BAD SCHLEMA;276;D;;;SCHREINERIN;01.07.13;01.06.13;
20000563;ROTH LENA;;22.02.99;2;1;UNTEREKORNGASSE 1;;8212 NEUHAUSEN AM RHEINFALL;756;D;+41 44 000 79 22;;ARCHITEKTIN;01.05.25;01.02.13;
20000564;LORENZ ELIAS;;05.12.07;1;1;UNTEREINSELGASSE 20;;20249 HAMBURG;276;D;+49 152 28817 90;;STUDENTIN;;01.05.12;
20000565;NIKOLIC LEILA;;05.12.78;2;2;ALTEKUPFERHOF 5;;3250 LYSS;756;D;+41 44 000 59 85;;SCHREINERIN;01.09.08;01.01.16;
20000566;SUTTER EMMA;;21.05.88;2;1;UNTEREHERBSTMATTE 12;;8050 ZUERICH;756;D;+41 44 000 90 71;sutter.emma@mail.example;CHAUFFEUSE;01.10.18;01.06.14;
20000567;FISCHER HANS-JUERGEN;;19.01.46;9;2;ALTEESCHENPFAD 40;139A;13086 BERLIN;276;D;+49 30 23125 133;hans-juergen.fischer46@mail.example;RENTNERIN;01.02.13;01.07.09;
20000568;BURKHALTER SAMUEL;;16.04.07;1;1;ALTESTEGRING 50;;6340 BAAR;756;D;;samuel60@bluemail.example;STUDENTIN;;01.11.07;
20000569;KOCH PRISKA;;03.05.88;2;2;UNTEREACKERSTRASSE 85;;3714 FRUTIGEN;756;D;;;VERWALTUNGSANGESTELL;01.09.07;01.09.09;
20000570;LORENZ NADINE;;02.10.91;2;5;ALTESCHULSTEIG 6;;33602 BIELEFELD;276;D;+49 152 28817 81;nadine49@bluemail.example;RENTNERIN;01.08.11;01.09.14;
20000571;SILVA AGNIESZKA;;04.12.77;2;3;ALTEOSTWEG 75;;4123 ALLSCHWIL;756;D;+41 44 000 98 07;;KAUFMAENNISCHE ANGES;01.01.96;01.07.15;
20000572;KELLER CARLOS;;05.03.59;1;2;ALTETONRING 11;;3904 NATERS;756;D;;;RENTNERIN;01.08.13;01.07.10;
20000573;GRUBER SABINE;;24.12.79;2;2;UNTEREFLUSSALLEE 49;;85049 INGOLSTADT;276;D;+49 152 28817 50;;KAUFMAENNISCHE ANGES;01.12.09;01.06.16;
20000574;JENNI CYRILL;;02.11.98;1;5;ALTEAHORNHOF 66;;8400 WINTERTHUR;756;D;+41 44 000 46 90;;RENTNERIN;;01.08.07;
20000575;CORNU SVETLANA;;25.09.85;2;2;UNTEREROUTE 10;;1003 LAUSANNE;756;F;;cornu.svetlana@web.example;COIFFEUSE;01.10.05;01.02.16;
